Course,City,State/Province,Country,Postal Code,# Holes,Rating,Approximate_Lat,Approximate_Lon
Crossroads Disc Golf Course,Temple,Texas,United States,76502,27,5,31.103931,-97.412020
Crossroads Disc Golf Course,Canton,Texas,United States,75103,18,0,32.516876,-95.883622
Crossroads of Life Disc Golf Course,Duncanville,Texas,United States,75137,18,3.666665,32.643212,-96.916468
CTC Eagles Disc Golf Course,Killeen,Texas,United States,76549,9,0,31.017077,-97.833092
Cuesta Disc Golf at Hill College,Hillsboro,Texas,United States,76645,18,3,32.022461,-97.133361
Cypresswood Disc Golf Course,Spring,Texas,United States,77388,9,0,30.057802,-95.470985
Daffodil Park,McAllen,Texas,United States,78501,9,5,26.215816,-98.239592
Danny Aguirre Memorial Disc Golf Course,Arlington,Texas,United States,76018,12,0,32.664590,-97.096476
Dash's Track Disc Golf Course,Frisco,Texas,United States,75034,18,0,33.146638,-96.855822
Davidson Creek Park,Caldwell,Texas,United States,77836,9,0,30.541565,-96.676232
Davis Spring Disc Golf Course,Austin,Texas,United States,78717,9,0,30.492408,-97.748324
Davy Crockett Disc Golf Course,Crockett,Texas,United States,75835,18,0,31.284891,-95.490625
DeBusk Park Disc Golf Course,Mesquite,Texas,United States,75149,9,0,32.773369,-96.618811
Dewey Disc Golf Course,Pampa,Texas,United States,79065,18,2,35.541234,-100.906572
Dewey Park,Waco,Texas,United States,76707,9,0,31.553876,-97.159082
Disc Creek Disc Golf Course at Thompson Park,Amarillo,Texas,United States,79107,28,0,35.230592,-101.802502
Disc Golf at the Junction Golf Course,Junction,Texas,United States,76849,18,0,30.472352,-99.821506
Dixieland Park,Harlingen,Texas,United States,78552,18,0,26.193782,-97.750690
DL Jackson,Collinsville,Texas,United States,76233,18,0,33.537706,-96.906575
Dragon Lady Links,Laughlin AFB,Texas,United States,78843,9,0,29.358463,-100.776883
Dublin Disc Golf Course,Dublin,Texas,United States,76446,9,0,32.075301,-98.348620
Eagle 11,Rocksprings,Texas,United States,78880,11,5,29.989030,-100.285177
Eagle Disc Golf at NE Texas Community College,Mount Pleasant,Texas,United States,75455,9,0,33.216220,-94.979111
Eagle Ranch Disc Golf Park,Fort Worth,Texas,United States,76179,9,5,32.913522,-97.433835
Eagle Summit at Decatur High School,Decatur,Texas,United States,76234,18,0,33.276319,-97.514178
Eagles Nest Disc Golf Course,Holliday,Texas,United States,76366,9,0,33.723849,-98.783672
East Metro Park,Manor,Texas,United States,78653,18,4,30.339696,-97.523512
Eastham-Thomason Park,Huntsville,Texas,United States,77340,9,0,30.640200,-95.538432
Ennis Disc Golf at Lake Clark Park,Ennis,Texas,United States,75119,18,0,32.325881,-96.588238
Ethel Lee Tracy Park,Victoria,Texas,United States,77904,9,0,28.938252,-97.020350
Evergreen Disc Golf Course,Baytown,Texas,United States,77523,18,4,29.789523,-94.859125
Fair Oaks Ranch DGC,Fair Oaks Ranch,Texas,United States,78015,9,4,29.742957,-98.651509
Fair Park,Childress,Texas,United States,79201,9,0,34.437766,-100.280962
Falcon Pointe Disc Golf Course,Pflugerville,Texas,United States,78660,16,3.5,30.439630,-97.594687
Fallen Hero Memorial Disc Golf Course,Hico,Texas,United States,76457,18,0,31.944662,-98.027972
Fayette County Fairgrounds,La Grange,Texas,United States,78945,9,0,29.912267,-96.889573
Fedd Fairways at Life Austin Church,Austin,Texas,United States,78735,9,3,30.268138,-97.869190
Fireman's Park,Graham,Texas,United States,76450,9,0,33.057759,-98.622222
First Baptist Bryan Disc Golf Course,Bryan,Texas,United States,77803,9,0,30.681053,-96.386067
First Baptist Church Disc Golf Course,Livingston,Texas,United States,77351,6,0,30.717792,-94.817231
First Colony Aquatic Center,Sugar Land,Texas,United States,77479,10,0,29.566996,-95.636016
Flat Creek Estate Disc Golf Course,Marble Falls,Texas,United States,78654,18,0,30.581216,-98.208732
Flewellen Creek Disc Golf,Fulshear,Texas,United States,77441,9,3,29.670458,-95.922251
Flying Armadillo Disc Golf Club - Big Course,San Marcos,Texas,United States,78666,18,5,29.880162,-97.966164
Flying Armadillo Disc Golf Club - Gold Mini Course,San Marcos,Texas,United States,78666,18,4.75,29.880162,-97.966164
Forrest Park,Lamesa,Texas,United States,79331,18,0,32.695214,-102.009570
Fort Clark Disc Golf Course,Brackettville,Texas,United States,78832,9,0,29.395621,-100.439985
Fox's Bend at Riverside Park,Victoria,Texas,United States,77901,18,0,28.804947,-96.984711
Fredricksburg Middle School,Fredricksburg,Texas,United States,78624,9,4,30.280938,-98.876683
Fritch Disc Golf Course,Fritch,Texas,United States,79036,9,0,35.612828,-101.547377
Fritz Park,Irving,Texas,United States,75060,18,3.333335,32.796483,-96.954806
Ft. Stockton Disc Golf Course,Fort Stockton,Texas,United States,79735,18,3.5,30.747459,-102.790792
Fullerton-Garrity Disc Golf Course,Corsicana,Texas,United States,75110,9,4,32.084915,-96.528172
Galloway Hammond Rec Center,Burnet,Texas,United States,78611,18,4.5,30.801039,-98.283488
Gateway West (The Privy),Fort Worth,Texas,United States,76111,18,2.8,32.778499,-97.300112
Gonzales Disc Golf Course,Gonzales,Texas,United States,78629,18,3.666665,29.476842,-97.448940
Goodfellow Air Force Base,San Angelo,Texas,United States,76908,9,0,31.432075,-100.402169
Goodson Middle School,Cypress,Texas,United States,77429,7,0,29.998421,-95.667360
Gordon Lake Disc Golf Course,Iowa Park,Texas,United States,76367,16,4,33.973300,-98.721094
Graham Park,Greenville,Texas,United States,75401,9,0,33.189002,-96.108829
Granbury City Park Disc Golf Course,Granbury,Texas,United States,76048,21,3,32.421697,-97.811051
Graytown Park,Elmendorf,Texas,United States,78112,18,5,29.185854,-98.395272
Greenbelt Lake at Kincaid Park West,Clarendon,Texas,United States,79226,18,0,34.900760,-100.994549
Greenbelt Park,Carrollton,Texas,United States,75007,18,2.714285,33.005262,-96.896742
Greenbriar Community Center,Fort Worth,Texas,United States,76115,18,2.5,32.678500,-97.330511
Griffin Middle School Disc Golf Course,The Colony,Texas,United States,75056,6,0,33.070183,-96.917772
Griffis Southpark Disc Golf Course,Austin,Texas,United States,78744,9,0,30.176044,-97.727787
Groesbeck Disc Golf Course,Groesbeck,Texas,United States,76642,9,0,31.503056,-96.520013
Gun Barrel City Disc Golf Course,Gun Barrel,Texas,United States,75147,18,0,32.436676,-96.079558
Guthrie Park Disc Golf Course,Longview,Texas,United States,75601,18,4.5,32.508560,-94.724049
Gwen Hruska Memorial Park,Conroe,Texas,United States,77302,9,0,30.222077,-95.338869
Haley Nelson Disc Golf Course,Burnet,Texas,United States,78611,9,0,30.801039,-98.283488
Hardwood Disc Golf Course,Bridgeport,Texas,United States,76426,6,0,33.166041,-97.845101
Harry Myers Disc Golf Course,Rockwall,Texas,United States,75087,18,4.8,32.943901,-96.452875
Haslet Community Park,Haslet,Texas,United States,76052,18,2,32.986137,-97.374691
Heart of Texas Camp Disc Golf Course,Brownwood,Texas,United States,76801,9,0,31.748303,-99.032891
Helotes Natural Area & Disc Golf Course,Helotes,Texas,United States,78023,9,3.5,29.609914,-98.746764
Hereford Lions Disc Golf Course,Hereford,Texas,United States,79045,18,0,34.914806,-102.554528
Heritage Park,Mt. Pleasant,Texas,United States,75455,9,0,33.216220,-94.979111
Heritage Park Belton,Belton,Texas,United States,76513,18,0,31.051688,-97.499909
Heritage Park Disc Golf Course,Flower Mound,Texas,United States,75028,18,5,33.032710,-97.060070
Hewitt Park,Hewitt,Texas,United States,76643,18,0,31.453501,-97.195339
Hill Country Bible Church,Austin,Texas,United States,78750,9,0,30.418557,-97.802545
Hilltop Lakes,Hilltop Lakes,Texas,United States,77871,9,0,31.064168,-96.126849
Hinsley Park,Longview,Texas,United States,75605,18,0,32.582243,-94.725529
Hohlt Park,Brenham,Texas,United States,77833,9,0,30.215075,-96.410272
Holy Rocks Disc Golf Course,Spring Branch,Texas,United States,78070,18,4,29.893745,-98.391104
Horseshoe Bend Disc Golf,Bandera,Texas,United States,78003,18,4,29.707222,-99.095171
Husky Disc Golf at Houston Baptist University,Houston,Texas,United States,77074,9,0,29.687947,-95.515725
Imperial Park,Sugar Land,Texas,United States,77478,10,3,29.620312,-95.605693
Incarnate Word Disc Golf Course,San Antonio,Texas,United States,78209,9,0,29.488906,-98.456235
Ingram Park,Longview,Texas,United States,75601,9,0,32.508560,-94.724049
Iron Spike at Greens Park,Palestine,Texas,United States,75803,9,0,31.881777,-95.679494
Iron Wolf Disc Golf Course,Spicewood,Texas,United States,78669,9,0,30.430044,-98.112656
J M Lindsay Park Disc Golf Course,Lindsay,Texas,United States,76250,9,0,33.630166,-97.235756
J.T. Dunbar Park,Lake Jackson,Texas,United States,77566,18,3,29.052739,-95.474351
Jack Brooks Park - Cedar Hills,Hitchcock,Texas,United States,77563,18,0,29.303629,-95.032416
Jack Brooks Park - Gulf Meadows,Hitchcock,Texas,United States,77563,18,3.666665,29.303629,-95.032416
Jack Culverhouse Disc Golf Course,Princeton,Texas,United States,75407,18,0,33.153143,-96.471422
Jane Long Middle School,Bryan,Texas,United States,77803,9,0,30.681053,-96.386067
Jellystone Park,Canyon Lake,Texas,United States,78133,9,0,29.889085,-98.244624
Jenkins Park Disc Golf,Baytown,Texas,United States,77520,18,0,29.733275,-94.994118
Jersey Village Disc Golf Course,Jersey Village,Texas,United States,77040,8,0,29.874575,-95.527099
Jim Ned Disc Golf Course,Tuscola,Texas,United States,79562,9,0,32.236251,-99.866451
Jimmy Porter Park,Carrollton,Texas,United States,75006,18,3.2,32.962141,-96.898585
Johnson Park,Abilene,Texas,United States,79601,18,5,32.576489,-99.665323
Johnson Park,Borger,Texas,United States,79007,18,4.666665,35.706836,-101.398799
Jones Park,Decatur,Texas,United States,76234,18,0,33.276319,-97.514178
Junction Disc Golf,Junction,Texas,United States,76849,24,2.5,30.472352,-99.821506
Justin Disc Golf Course,Justin,Texas,United States,76247,9,0,33.099993,-97.340499
Kickapoo Creek at Bronte City Park,Bronte,Texas,United States,76933,9,0,31.856368,-100.288351
Kimble County Park,Junction,Texas,United States,76849,15,0,30.472352,-99.821506
Kiwanis Park,Lufkin,Texas,United States,75901,9,0,31.301675,-94.641408
Klein Park Disc Golf,Beaumont,Texas,United States,77708,18,3,30.146124,-94.160613
Kountze Disc Golf Course,Kountze,Texas,United States,77625,9,0,30.377234,-94.373937
La Vernla City Park,La Vernla,Texas,United States,78121,9,0,29.350393,-98.107030
Laguna Park Disc Golf Course,Littlefield,Texas,United States,79339,9,0,33.889082,-102.337301
Lake Arrowhead State Park,Wichita Falls,Texas,United States,76310,18,0,33.799085,-98.509840
Lake Forest Park,Henderson,Texas,United States,75652,9,0,32.239409,-94.728328
Lake Nacogdoches West Disc Golf,Nacogdoches,Texas,United States,75961,18,0,31.558362,-94.504771
Lake Wichita Park,Wichita Falls,Texas,United States,76308,18,4,33.852942,-98.540730
Lakeside Baptist Disc Golf Course,Granbury,Texas,United States,76048,9,0,32.421697,-97.811051
Lakeside City Disc Golf Course,Lakeside City,Texas,United States,76308,9,0,33.852942,-98.540730
Lamar Park,Corpus Christi,Texas,United States,78411,9,0,27.729894,-97.385247
Lawnview Park,Dallas,Texas,United States,75227,9,0,32.766810,-96.686900
Le Tulle Park,Bay City,Texas,United States,77414,18,3,28.908185,-95.868152
Leonard L. Woods Park,Lewisville,Texas,United States,75077,18,3.166665,33.081178,-97.060924
Lester Lorch Park - Beaver Disc Golf Course,Cedar Hill,Texas,United States,75104,18,3.833335,32.580181,-96.964675
Lester Lorch Park - Coyote Disc Golf Course,Cedar Hill,Texas,United States,75104,18,4,32.580181,-96.964675
LeTourneau University Disc Golf Course,Longview,Texas,United States,75602,9,0,32.449598,-94.666048
Levelland City Park,Levelland,Texas,United States,79336,21,0,33.603903,-102.398414
Liberty Lake Park,Spring,Texas,United States,77386,9,4,30.100255,-95.356479
Linden Disc Golf Course,Linden,Texas,United States,75563,18,0,33.002696,-94.383454
Lindsey Park - Blue Hickory,Tyler,Texas,United States,75709,18,0,32.304313,-95.390940
Lindsey Park - Gold Dogwood,Tyler,Texas,United States,75709,18,0,32.304313,-95.390940
Lindsey Park - Red Cedar,Tyler,Texas,United States,75709,18,4,32.304313,-95.390940
Lion's Park,Temple,Texas,United States,76504,21,4,31.137886,-97.373653
Lionel E. Forti Park Disc Golf Course,El Paso,Texas,United States,79925,18,3.4,31.796950,-106.356880
Little Banita,Nacogdoches,Texas,United States,75961,9,0,31.558362,-94.504771
Little Egypt Disc Golf at John Burge Park,Conroe,Texas,United States,77304,18,0,30.327760,-95.516045
Live Oak City Park - Hillside,Live Oak,Texas,United States,78233,19,3,29.555818,-98.361905
Live Oak City Park - South,Live Oak,Texas,United States,78233,18,3,29.555818,-98.361905
Live Oak Disc Golf Course,Del Valle,Texas,United States,78617,9,2,30.147375,-97.600145
Live Oak Gold,Ingleside,Texas,United States,78362,18,4,27.850145,-97.203259
Live Oak Red,Ingleside,Texas,United States,78362,18,4,27.850145,-97.203259
Lockhart City Park,Lockhart,Texas,United States,78644,9,0,29.871644,-97.676821
Lorena Middle School Disc Golf Course,Lorena,Texas,United States,76655,9,0,31.401145,-97.183101
Lost Pines Resort,Lost Pines,Texas,United States,78612,9,0,30.094098,-97.495104
Lucy Park,Wichita Falls,Texas,United States,76301,18,0,33.905559,-98.479935
Lumberton Disc Golf Course,Lumberton,Texas,United States,77657,18,3,30.227897,-94.197036
Lynn Bush Disc Golf Course,Bogota,Texas,United States,75417,9,0,33.439658,-95.140371
MacGregor Park,Houston,Texas,United States,77021,21,0,29.698430,-95.356900
Mackenzie Park - Big Mack Disc Golf Course,Lubbock,Texas,United States,79403,18,0,33.643505,-101.775447
Mackenzie Park - Original,Lubbock,Texas,United States,79403,18,4.333335,33.643505,-101.775447
Mae Simmons Park Disc Golf,Lubbock,Texas,United States,79404,18,0,33.527702,-101.793717
Maresk Line Disc Golf Course,The Woodlands,Texas,United States,77381,6,0,30.178248,-95.500960
Marilyn Anderson Memorial Disc Golf Course,Lockney,Texas,United States,79241,9,0,34.179633,-101.387813
Marlin City Park,Marlin,Texas,United States,76661,10,0,31.318386,-96.846019
Mary Jo Peckham Disc Golf Course,Katy,Texas,United States,77493,6,0,29.853215,-95.831456
Mason Park,Houston,Texas,United States,77023,9,0,29.721825,-95.318275
Mauriceville Middle School,Mauriceville,Texas,United States,77632,9,4,30.201442,-93.804542
Max Starcke Disc Golf Course,Seguin,Texas,United States,78155,18,5,29.542743,-97.937075
McAllen Disc Golf Course,McAllen,Texas,United States,78503,18,5,26.162332,-98.248702
McClendan Park,Houston,Texas,United States,77082,9,2,29.724490,-95.640002
McCord Park,Little Elm,Texas,United States,75068,18,4,33.177062,-96.950292
McCullough Park,Lubbock,Texas,United States,79424,9,0,33.468167,-101.947592
McDade Park,Conroe,Texas,United States,77304,18,4,30.327760,-95.516045
McGregor Disc Golf Course at Amsler Park,McGregor,Texas,United States,76657,9,0,31.446184,-97.380488
McKinney Park Disc Golf Course,Odessa,Texas,United States,79761,9,0,31.855051,-102.350647
Melba Doyle Disc Golf Course,Decatur,Texas,United States,76234,6,0,33.276319,-97.514178
Memorial Drive Disc Golf,Houston,Texas,United States,77024,6,3,29.772179,-95.514203
Memorial Park,Rockport,Texas,United States,78382,9,0,28.132627,-97.062070
Memory Lake,Coleman,Texas,United States,76834,18,0,31.881335,-99.481164
MetCenter Disc Golf Course,Austin,Texas,United States,78744,18,4,30.176044,-97.727787
Middle Concho Disc Golf Course,San Angelo,Texas,United States,76904,18,0,31.271515,-100.400625
Milby Park Disc Golf Course,Houston,Texas,United States,77017,21,2,29.689824,-95.252393
Mill Creek Ranch Resort,Canton,Texas,United States,75103,9,0,32.516876,-95.883622
Miramar Park,Seabrook,Texas,United States,77586,9,3,29.583816,-95.036166
Missouri City Community Park,Missouri City,Texas,United States,77459,9,3.5,29.529038,-95.523532
Moffett Park,Gainseville,Texas,United States,76240,3,0,33.661602,-97.176369
Monte Bella Disc Golf Course,Brownsville,Texas,United States,78520,21,0,25.963264,-97.550453
Moody's,Red Rock,Texas,United States,78662,18,0,29.925681,-97.426006
Morris Frank Disc Golf Course,Lufkin,Texas,United States,75904,18,0,31.340748,-94.826230
Mountain Creek,Grand Prairie,Texas,United States,75051,9,0,32.729440,-96.996462
Muenster Disc Golf Course,Muenster,Texas,United States,76252,9,0,33.682081,-97.382855
Muleshoe Park,Muleshoe,Texas,United States,79347,9,0,34.172560,-102.789410
Munson Park Disc Golf Course,Denison,Texas,United States,75020,18,5,33.770785,-96.604061
Nani Falcone Community Park,San Antonio,Texas,United States,78254,21,3.75,29.539126,-98.725885
NASA Disc Golf at Gilruth Center,Houston,Texas,United States,77058,9,0,29.561579,-95.099626
New Republic Brewing,College Station,Texas,United States,77845,2,0,30.561385,-96.272583
Newman Park,Sweetwater,Texas,United States,79556,18,0,32.458787,-100.357939
Noble E. Young,Tyler,Texas,United States,75701,9,0,32.321937,-95.302223
North Central Park,Laredo,Texas,United States,78045,18,4,27.833815,-99.681424
North Concho Park,San Angelo,Texas,United States,76901,10,0,31.610896,-100.553311
North Lake Park,Denton,Texas,United States,76207,18,3.5,33.227850,-97.181823
North Park,Haltom City,Texas,United States,76117,18,3.4,32.803436,-97.267376
North Town Disc Golf Park,Pflugerville,Texas,United States,78660,18,4,30.439630,-97.594687
Northside Christian Church Disc Golf Course,Spring,Texas,United States,77379,18,4,30.040876,-95.528914
Northwest Vista College Disc Golf Course,San Antonio,Texas,United States,78251,18,4.25,29.462006,-98.676785
Nottingham Park,Houston,Texas,United States,77079,12,4,29.776093,-95.603037
Oak Meadow Park Disc Golf Course,Cypress,Texas,United States,77433,18,5,29.934371,-95.747578
Oaks Park,College Station,Texas,United States,77840,9,2.5,30.609093,-96.325984
Old Man McCutcheon Disc Golf Park,Lewisville,Texas,United States,75057,18,4.42857,33.050725,-96.974623
Old Settlers' Park,Round Rock,Texas,United States,78665,18,4,30.543419,-97.645602
Old Settlers' Park - South,Round Rock,Texas,United States,78665,18,0,30.543419,-97.645602
Oncor Lavon Park,Wylie,Texas,United States,75098,9,3,33.012135,-96.534936
Orbison Park Disc Golf Course,Vernon,Texas,United States,76384,9,0,34.160345,-99.343426
Our Savior Lutheran Church,Austin,Texas,United States,78753,9,1.5,30.382462,-97.673473
Out of Bounds Disc Golf Course,Cibolo,Texas,United States,78108,9,0,29.570142,-98.217800
Outdoor Adventure Center,Commerce,Texas,United States,75428,18,0,33.271869,-95.917415
Palo Duro Lake Disc Golf Course - North,Spearman,Texas,United States,79081,9,0,36.241620,-101.218409
Paschall Park,Mesquite,Texas,United States,75149,18,3,32.773369,-96.618811
Pearsall Park Disc Golf Course,San Antonio,Texas,United States,78242,18,4,29.350400,-98.607054
Pecan Acres Park,Nacogdoches,Texas,United States,75961,18,4,31.558362,-94.504771
Pecan Grove Park,Richmond,Texas,United States,77406,9,0,29.646090,-95.794526
Pecan Grove West,Sherman,Texas,United States,75090,18,4,33.604131,-96.550405
Pecan Park Disc Golf Island,San Marcos,Texas,United States,78666,9,0,29.880162,-97.966164
Penick Park Disc Golf Course,White Oak,Texas,United States,75693,9,0,32.533780,-94.860660
Picnic Bend Park,San Angelo,Texas,United States,76903,9,3,31.484819,-100.437870
Pinnacle Park Disc Golf Course,Georgetown,Texas,United States,78626,9,0,30.657897,-97.617886
Pioneer Park,Nacogdoches,Texas,United States,75964,21,0,31.631742,-94.740721
Pleasure Island: Berry's Treasure,Port Arthur,Texas,United States,77640,18,1,29.881613,-93.940858
Plummer Elementary School,Cedar Hill,Texas,United States,75104,9,0,32.580181,-96.964675
Port Aransas Disc Golf Course,Port Aransas,Texas,United States,78373,9,0,27.777437,-97.114983
Porter Park Disc Golf Course,Mesquite,Texas,United States,75150,9,3,32.817399,-96.630416
Pretty Woman,Vernon,Texas,United States,76384,23,0,34.160345,-99.343426
Prince Solms Park,New Braunfels,Texas,United States,78130,9,2.333335,29.693556,-98.072850
Purser Family Park Disc Golf Course,Harker Heights,Texas,United States,76548,18,0,31.050856,-97.644625
Quinlan Park Disc Golf Course,Quinlan,Texas,United States,75474,9,0,32.924200,-96.109811
Raby Park,Gatesville,Texas,United States,76528,18,0,31.417316,-97.755931
Research Park,College Station,Texas,United States,77845,18,2.6,30.561385,-96.272583
Resoft County Park Disc Golf Course,Alvin,Texas,United States,77511,9,0,29.380858,-95.241857
Rice University Disc Golf Course,Houston,Texas,United States,77005,9,2,29.718435,-95.423555
Rio Vista Disc Golf Course,Rio Vista,Texas,United States,76093,9,0,32.210496,-97.392571
Rita Blanca Disc Golf Course,Dalhart,Texas,United States,79022,18,0,36.098125,-102.606910
River City Community Church,Selma,Texas,United States,78154,9,4,29.547159,-98.262598
River Grove Disc Golf Course,Kingwood,Texas,United States,77339,18,4,30.046777,-95.221022
River Pointe Church Disc Golf Course,Richmond,Texas,United States,77469,18,3,29.482678,-95.680186
Riverbend Park,Smithville,Texas,United States,78957,18,3,30.013897,-97.182124
Riverside Park,Victoria,Texas,United States,77901,21,5,28.804947,-96.984711
Riverside Park,Brownwood,Texas,United States,76801,18,3.5,31.748303,-99.032891
Riverwood Disc Golf Course,Humble,Texas,United States,77345,9,0,30.053105,-95.157943
Rivery Park,Georgetown,Texas,United States,78628,18,3.75,30.664239,-97.776853
Roberts Elementary School,Houston,Texas,United States,77030,6,0,29.706787,-95.401748
Rocky Hills Disc Golf Course,Ovalo,Texas,United States,79541,18,0,32.147788,-99.810223
Rodriguez Park Disc Golf Course,Weslaco,Texas,United States,78596,9,0,26.158622,-97.989155
Roger William Lytle Disc Golf Course at Founders Park,Dallas,Texas,United States,75203,11,5,32.746823,-96.802681
Rough Creek Lodge,Glen Rose,Texas,United States,76043,9,3,32.208483,-97.795247
Roy G. Guerrero,Austin,Texas,United States,78741,18,4,30.230506,-97.714185
Ruddick Park,Colorado City,Texas,United States,79512,9,0,32.304117,-100.924392
Running Water Draw Park,Plainview,Texas,United States,79072,18,0,34.169757,-101.733850
Saddle Creek,Georgetown,Texas,United States,78626,9,0,30.657897,-97.617886
Saddle Hills Disc Golf Course,White Settlement,Texas,United States,76108,18,3.833335,32.787541,-97.523790
Salado United Methodist Church,Salado,Texas,United States,76571,9,0,30.925736,-97.598650
Samsung Austin Semiconductor,Austin,Texas,United States,78754,9,0,30.355657,-97.644682
San Gabriel Park,Georgetown,Texas,United States,78626,9,3,30.657897,-97.617886
Sand Hill,Whizzerville,Texas,United States,78632,18,0,29.696110,-97.470663
Schlather Park Disc Golf,Cibolo,Texas,United States,78108,18,4.333335,29.570142,-98.217800
Schmitz Park,Tomball,Texas,United States,77377,9,0,30.061727,-95.681504
Scottish Rite,Frisco,Texas,United States,75034,9,0,33.146638,-96.855822
Seabourne Creek Disc Golf Course,Rosenberg,Texas,United States,77471,9,4,29.548404,-95.861706
Seacrest Disc Golf Course,Texas City,Texas,United States,77539,9,0,29.452190,-95.027849
Searight Park,Austin,Texas,United States,78745,18,3.75,30.206851,-97.797384
Second Baptist Church - West,Houston,Texas,United States,77094,9,0,29.769285,-95.681292
Selah Ranch - Creekside,Talco,Texas,United States,75487,18,0,33.334851,-95.161500
Selah Ranch - Lakeside,Talco,Texas,United States,75487,18,0,33.334851,-95.161500
Seymour City Park,Seymour,Texas,United States,76380,18,0,33.621147,-99.243768
Shadow Creek Ranch,Pearland,Texas,United States,77584,9,0,29.545041,-95.350629
Shawnee Park,Plano,Texas,United States,75023,18,2.8,33.056756,-96.730831
Shawshank Disc Golf Penitentiary,Huntsville,Texas,United States,77340,23,3.666665,30.640200,-95.538432
Slayter Creek Park Disc Golf Course,Anna,Texas,United States,75409,18,0,33.355500,-96.516313
Sonora Park Disc Golf Course,Kennedale,Texas,United States,76060,9,4,32.639649,-97.217476
South Concho Park,San Angelo,Texas,United States,76903,18,0,31.484819,-100.437870
South Main Baptist Church Disc Golf Course,Pasadena,Texas,United States,77505,9,0,29.645646,-95.140307
South Spring Disc Golf Course,Tyler,Texas,United States,75703,9,0,32.235097,-95.320779
South Temple Community Park,Temple,Texas,United States,76504,18,3.5,31.137886,-97.373653
Southern Oaks Park,College Station,Texas,United States,77845,9,3,30.561385,-96.272583
Southern Star Brewery Disc Golf Course,Conroe,Texas,United States,77303,6,0,30.377952,-95.377140
Southern View Classic Course,Lorena,Texas,United States,76655,18,0,31.401145,-97.183101
Southwest Texas Junior College,Uvalde,Texas,United States,78801,9,0,29.362904,-99.898132
Spillway Park,Texarkana,Texas,United States,75503,9,0,33.511784,-94.133888
Spindletap Brewing Disc Golf Course,Houston,Texas,United States,77016,4,0,29.862532,-95.299980
Spring Creek Disc Golf Course,Tomball,Texas,United States,77377,6,0,30.061727,-95.681504
Spring Lake Park - Central,Texarkana,Texas,United States,75503,18,0,33.511784,-94.133888
Spring Lake Park - East,Texarkana,Texas,United States,75501,18,0,33.371831,-94.139813
Spring Lake Park - West,Texarkana,Texas,United States,75501,18,0,33.371831,-94.139813
Spring Valley Disc Golf Course,Spring,Texas,United States,77389,28,0,30.123469,-95.517064
Springfield Park,Rowlett,Texas,United States,75089,9,0,32.936586,-96.551566
Springtown West Park,Springtown,Texas,United States,76082,18,0,32.970044,-97.733748
Steeplechase Park Disc Golf Course,Kyle,Texas,United States,78640,18,3.666665,29.999103,-97.828207
Stephenville Disc Golf Course,Stephenville,Texas,United States,76401,18,0,32.282235,-98.196717
Stonebridge Church,The Woodlands,Texas,United States,77382,18,0,30.194968,-95.548190
Success High School,Round Rock,Texas,United States,78664,9,0,30.501927,-97.647251
Sul Ross State University,Alpine,Texas,United States,79830,9,0,29.802094,-103.222360
Taylor Lake Village Disc Golf Course,Taylor Lake Village,Texas,United States,77586,9,4,29.583816,-95.036166
TC Jester Park,Houston,Texas,United States,77018,21,3,29.826448,-95.426267
TCC Northwest Campus,Fort Worth,Texas,United States,76179,18,3.5,32.913522,-97.433835
Tejeda Middle School,San Antonio,Texas,United States,78259,12,2,29.627214,-98.427068
Terramont Park,The Woodlands,Texas,United States,77382,9,0,30.194968,-95.548190
Texas Army Trail,Cypress,Texas,United States,77429,18,3,29.998421,-95.667360
Texas Lutheran University,Seguin,Texas,United States,78155,18,0,29.542743,-97.937075
Texas Wesleyan University,Fort Worth,Texas,United States,76105,9,0,32.724047,-97.269432
The Barracks,College Station,Texas,United States,77845,9,0,30.561385,-96.272583
The Cedars Disc Golf Course at Smith Park,Fate,Texas,United States,75087,18,5,32.943901,-96.452875
The Creek at Inwood Hollow,San Antonio,Texas,United States,78248,9,0,29.590028,-98.525262
The Duck Pond at Southwestern Adventist University,Keene,Texas,United States,76059,9,3,32.392588,-97.327540
The Grove,Amarillo,Texas,United States,79107,18,5,35.230592,-101.802502
The Highlands Disc Golf Course,Leander,Texas,United States,78641,9,0,30.562168,-97.907817
The Jaranator,Lancaster,Texas,United States,75146,22,0,32.564518,-96.752223
The Nazz at the Church of the Nazarene,Orange,Texas,United States,77632,18,0,30.201442,-93.804542
The Preserve at Mineola Nature Preserve,Mineola,Texas,United States,75773,18,0,32.681453,-95.447702
The Retreat at Artesian Lakes,Cleveland,Texas,United States,77327,9,0,30.318169,-94.915716
The Roc Disc Golf Course,Tyler,Texas,United States,75762,18,4,32.218319,-95.413426
Thomas Memorial Park Disc Golf Course,Elgin,Texas,United States,78621,9,1,30.338584,-97.361224
Tiffany Park,Bryan,Texas,United States,77802,6,0,30.661252,-96.322614
Timber Lane Park,Spring,Texas,United States,77373,9,0,30.062169,-95.383966
Timpson Disc Golf Course,Timpson,Texas,United States,75975,18,0,31.897138,-94.413785
Tom Griffin Park,Olney,Texas,United States,76374,9,0,33.358656,-98.740056
Tommy and Sue Brown Park,North Richland Hills,Texas,United States,76182,6,0,32.886201,-97.207731
Towle Park Disc Golf Course,Snyder,Texas,United States,79549,19,0,32.887589,-100.841389
