Course,City,State/Province,Country,Postal Code,# Holes,Rating,Approximate_Lat,Approximate_Lon
Marble Rock Disc Golf Course,Marble Rock,Iowa,United States,50653,9,0,42.968595,-92.885717
Maxwell City Park,Maxwell,Iowa,United States,50161,12,0,41.848150,-93.404030
Maytag Park,Newton,Iowa,United States,50208,18,3.5,41.711721,-93.033958
McCausland Disc Golf Course,McCausland,Iowa,United States,52756,12,0,41.729401,-90.539115
McComb Park Disc Golf Course,Shenandoah,Iowa,United States,51601,9,0,40.726129,-95.349564
McHose Park,Boone,Iowa,United States,50036,18,3,42.085554,-93.864204
McKinley Park,Creston,Iowa,United States,50801,18,0,41.078671,-94.401822
Memorial Park,Ottumwa,Iowa,United States,52501,19,0,41.035705,-92.431370
Mental Health Clinic,Cherokee,Iowa,United States,51012,9,0,42.744137,-95.561849
Middle Park Disc Golf Course,Bettendorf,Iowa,United States,52722,18,4,41.574300,-90.471526
Milky Way Galaxy Disc Golf Course,Reinbeck,Iowa,United States,50669,9,0,42.343165,-92.602298
Miller Park,Sanborn,Iowa,United States,51248,18,0,43.205540,-95.657879
Miller Park - Lake Nyanza,Grinnell,Iowa,United States,50112,18,3,41.730188,-92.715452
Minerva Creek Park,Zearing,Iowa,United States,50278,9,3,42.136759,-93.299533
Montezuma Disc Golf Course,Montezuma,Iowa,United States,50171,18,0,41.585852,-92.525413
Moville Disc Golf Course,Moville,Iowa,United States,51039,9,0,42.449218,-96.049560
Mt. Vernon Nature Park,Mt. Vernon,Iowa,United States,52314,9,0,41.935711,-91.447891
Nations Bridge Park Disc Golf Course,Stuart,Iowa,United States,50250,9,0,41.482226,-94.347153
Nevada Baptist Church,Nevada,Iowa,United States,50201,9,0,42.041723,-93.434905
New Wine Park,New Vienna,Iowa,United States,52065,9,0,42.593678,-91.108655
NIACC Disc Golf Course,Mason City,Iowa,United States,50401,9,0,43.153169,-93.199820
NICC - Calmar Disc Golf Course,Calmar,Iowa,United States,52132,9,4,43.211156,-91.928146
North Park Disc Golf Course,Wellman,Iowa,United States,52356,9,0,41.473717,-91.845147
North Winneshiek Middle School Disc Golf Course,Decorah,Iowa,United States,52101,9,0,43.353610,-91.766050
Northwood Disc Golf Course,Northwood,Iowa,United States,50459,18,3,43.457425,-93.250439
Oak Park Disc Golf Course,Ainsworth,Iowa,United States,52201,6,0,41.329660,-91.547062
Oakwood Park,Lake Mills,Iowa,United States,50450,9,1,43.421179,-93.522397
Okoboji Disc Golf Course,Wahpeton,Iowa,United States,51351,9,0,43.315064,-95.183646
Okoboji Gold Disc Golf Course at Kenue Park,Okoboji,Iowa,United States,51355,18,0,43.389404,-95.136153
Olin Disc Golf Course,Olin,Iowa,United States,52320,9,0,41.999150,-91.148391
Onawa Disc Golf at Gaukel Park,Onawa,Iowa,United States,51040,9,0,42.036236,-96.087049
Orion 9 Disc Golf Course,Coon Rapids,Iowa,United States,50058,9,0,41.855710,-94.690994
Osborne Park Disc Golf Course,Elkader,Iowa,United States,52043,9,0,42.834020,-91.426319
Osceola Disc Golf Course,Osceola,Iowa,United States,50213,18,0,41.031685,-93.766137
Oulet Creek Disc Golf Course,Clear Lake,Iowa,United States,50428,9,0,43.136933,-93.397107
Parker Muncey Pioneer Park,Jesup,Iowa,United States,50648,6,0,42.453205,-92.093230
Peninsula Park Disc Golf Course,Iowa City,Iowa,United States,52240,18,4,41.635728,-91.500622
Pete Crivaro Park,Des Moines,Iowa,United States,50309,9,1,41.584603,-93.620836
Pickard Park,Indianola,Iowa,United States,50125,18,3.666665,41.335185,-93.584634
Pilgrim Heights Retreat Center,Montour,Iowa,United States,50173,9,0,41.964659,-92.713485
Pilot Mound,Pilot Mound,Iowa,United States,50223,5,0,42.173715,-94.037830
Pioneer Ridge,Bloomfield,Iowa,United States,52537,10,0,40.734988,-92.413618
Pioneer Trail at Rodeo Park,Fort Madison,Iowa,United States,52627,18,4,40.681141,-91.357437
Platt Park,Oelwein,Iowa,United States,50662,9,0,42.688662,-91.937486
Pleasant View Park,Dunlap,Iowa,United States,51529,9,0,41.860476,-95.643463
Plymouth Disc Golf Course,Plymouth,Iowa,United States,50464,9,0,43.253400,-93.080785
Postville Disc Golf Course,Postville,Iowa,United States,52162,9,0,43.107578,-91.551579
Prairie Bridges Park,Ackley,Iowa,United States,50601,9,0,42.567768,-93.060058
Prairie City Park,Prairie City,Iowa,United States,50228,9,0,41.576968,-93.241960
Prairie Creek Park,Fairfax,Iowa,United States,52228,6,0,41.902290,-91.788702
Prairie Disc Golf Course,Thornton,Iowa,United States,50479,9,3,42.939404,-93.409874
Rand Park,Keokuk,Iowa,United States,52632,18,4,40.431951,-91.444622
Red Oak Sports Complex,Red Oak,Iowa,United States,51566,9,0,41.016459,-95.230901
River Disc Golf Course,Belmond,Iowa,United States,50421,9,0,42.843465,-93.618404
River's Edge Disc Golf Course,Cherokee,Iowa,United States,51012,9,0,42.744137,-95.561849
Riverfront Disc Golf Course,Charles City,Iowa,United States,50616,9,3,43.080601,-92.658742
Riverside Disc Golf Course,Vinton,Iowa,United States,52349,9,2,42.173246,-92.009630
Riverview Conference Center,Cedar Falls,Iowa,United States,50613,9,0,42.531380,-92.485808
Riverview Disc Golf Course at Oakland Mills,Mount Pleasant,Iowa,United States,52641,9,3,40.994585,-91.585772
Riverview Park,Marshalltown,Iowa,United States,50158,18,0,42.049806,-92.900739
Roadside Park Disc Golf,Alton,Iowa,United States,51003,9,2,42.989594,-95.985959
Roberts Creek County Park,Otley,Iowa,United States,50214,9,0,41.469923,-93.056066
Rock Valley Rotary Disc Golf Course,Rock Valley,Iowa,United States,51247,12,0,43.193752,-96.338127
Rockford Public Disc Golf Course,Rockford,Iowa,United States,50468,9,0,43.032213,-92.947124
Rolling Hills Park Disc Golf Course,Carroll,Iowa,United States,51401,9,0,42.065661,-94.869660
Royal Park,Royal,Iowa,United States,51357,9,0,43.060774,-95.280618
Rudd Lake Disc Golf Course,Rudd,Iowa,United States,50471,9,0,43.166568,-92.876407
Runnells City Park,Runnells,Iowa,United States,50237,9,0,41.533906,-93.368536
Sandy Dunes Disc Golf,Eddyville,Iowa,United States,52553,9,2,41.148432,-92.654929
Savage Park,Coggon,Iowa,United States,52218,9,0,42.290268,-91.533585
Scattergood Friends School,West Branch,Iowa,United States,52358,8,0,41.691400,-91.318432
Scenic Drive at Rodeo Park,Fort Madison,Iowa,United States,52627,18,4,40.681141,-91.357437
Schultz Park Disc,Long Grove,Iowa,United States,52756,9,3,41.729401,-90.539115
Scott Community College Disc Golf Course,Riverdale,Iowa,United States,52722,18,0,41.574300,-90.471526
Sergeant Bluff,Sergeant Bluff,Iowa,United States,51054,9,0,42.380126,-96.316111
Sertoma Park,Sioux City,Iowa,United States,51106,9,3,42.462983,-96.321502
Shaver Park,Cedar Rapids,Iowa,United States,52402,18,4,42.023172,-91.659613
Sheldon Park,Humboldt,Iowa,United States,50548,18,0,42.714769,-94.225325
Shell Rock Disc Golf Course,Shell Rock,Iowa,United States,50670,9,4,42.695374,-92.618753
Sibley Disc Golf Course at Fairgrounds Park,Sibley,Iowa,United States,51249,9,0,43.411232,-95.726614
Siems County Park,Whittemore,Iowa,United States,50598,9,0,43.081849,-94.417046
Silver Lake Disc Golf Course,Lake Park,Iowa,United States,51347,9,0,43.422425,-95.318451
Sioux Central School,Sioux Rapids,Iowa,United States,50585,9,0,42.917530,-95.141865
Slattery Park,Davenport,Iowa,United States,52806,6,2,41.589689,-90.625902
Snell-Crawford Park,Fort Dodge,Iowa,United States,50501,9,4,42.492334,-94.192499
Southwestern College Disc Golf Course,Creston,Iowa,United States,50801,18,0,41.078671,-94.401822
Southwoods Park,Des Moines,Iowa,United States,50265,9,2,41.553084,-93.744782
Sportsman's Park,Laurens,Iowa,United States,50554,9,0,42.845984,-94.842690
Sportsman's Park,Charles City,Iowa,United States,50616,18,0,43.080601,-92.658742
Spring Lake County Park,Jefferson,Iowa,United States,50129,9,0,42.014771,-94.376743
Spring Park,Osage,Iowa,United States,50461,18,0,43.306168,-92.818741
Story City Park,Story City,Iowa,United States,50248,9,0,42.191221,-93.614392
Sugar Bottom Rec. Area,Solon,Iowa,United States,52333,18,4.5,41.805879,-91.492386
Sunkissed Meadows,Fort Dodge,Iowa,United States,50501,18,0,42.492334,-94.192499
Sunnyside Disc Golf,Atlantic,Iowa,United States,50022,18,5,41.414374,-94.996402
Sunrise Disc Golf Course,Bettendorf,Iowa,United States,52722,18,0,41.574300,-90.471526
Sunset Park,Washington,Iowa,United States,52353,9,3.333335,41.299352,-91.711487
Swan Lake Disc Golf Course,Carroll,Iowa,United States,51401,18,4.5,42.065661,-94.869660
Swiss Valley,Peosta,Iowa,United States,52068,9,0,42.422865,-90.817176
Teachers Park,Independence,Iowa,United States,50644,9,0,42.476151,-91.893691
The Baty Disc Golf Course,Monticello,Iowa,United States,52310,18,0,42.220372,-91.195364
The Lions Nine at Sunrise Park,Remsen,Iowa,United States,51050,9,0,42.793616,-95.945925
The Village,Clear Lake,Iowa,United States,50428,18,4,43.136933,-93.397107
The Woodland Trail Disc Golf Course,Mt. Pleasant,Iowa,United States,52641,9,2.5,40.994585,-91.585772
Tiffin Timbers,Tiffin,Iowa,United States,52340,9,0,41.705633,-91.676825
Timber Dome Disc Golf Course,Solon,Iowa,United States,52333,9,0,41.805879,-91.492386
Tipton City Park,Tipton,Iowa,United States,52772,9,0,41.755167,-91.143672
Toledo Community Disc Golf Course,Toledo,Iowa,United States,52342,9,2,42.057671,-92.547483
Tolmie Park,Keokuk,Iowa,United States,52632,9,0,40.431951,-91.444622
Tourist Park,Cedar Falls,Iowa,United States,50613,18,3,42.531380,-92.485808
Treasure Cove Disc Golf Course,Council Bluffs,Iowa,United States,51503,18,4,41.223220,-95.784481
Turkey Creek,Iowa City,Iowa,United States,52240,9,4.25,41.635728,-91.500622
Twin Cedars Disc Golf Course,Bussey,Iowa,United States,50044,9,0,41.202081,-92.882789
Valley View Park,Waterloo,Iowa,United States,50701,9,4,42.418259,-92.339821
Veterans Affairs Park,Des Moines,Iowa,United States,50310,9,0,41.627582,-93.672660
Victory Park Disc Golf Course,Anita,Iowa,United States,50020,9,0,41.438416,-94.747041
Villisca Disc Golf Course,Villisca,Iowa,United States,50864,9,0,40.970370,-94.978111
Waldorf College,Forest City,Iowa,United States,50436,3,1,43.266457,-93.671070
Walnut Grove Park,Toronto,Iowa,United States,52777,9,0,41.854006,-90.856109
Walnut Ridge Recreation Area,Des Moines (Johnston),Iowa,United States,50131,18,4,41.692120,-93.715156
Wapsie Disc Golf,West Liberty,Iowa,United States,52776,9,0,41.575263,-91.268626
Wartburg College,Waverly,Iowa,United States,50677,9,1,42.766935,-92.426212
Waterford Park,Urbandale,Iowa,United States,50323,13,0,41.625632,-93.793650
Waterloo Exchange Park,Waterloo,Iowa,United States,50701,27,5,42.418259,-92.339821
Watertower Park,Osage,Iowa,United States,50461,9,0,43.306168,-92.818741
Waterworks Park,Fairfield,Iowa,United States,52556,9,0,41.024200,-91.927545
Waubonsie Trails Disc Golf Course,Cantril,Iowa,United States,52542,9,0,40.619850,-92.056237
Waukon City Park Disc Golf Course,Waukon,Iowa,United States,52172,9,3,43.270781,-91.484427
West Brook Park,DeWitt,Iowa,United States,52742,18,4,41.838263,-90.519700
West Floyd Disc Golf Course,Le Mars,Iowa,United States,51031,18,0,42.798547,-96.186217
West Lake Park,Davenport,Iowa,United States,52804,24,4.666665,41.532458,-90.681249
West Leach Park,Spencer,Iowa,United States,51301,9,0,43.153170,-95.147654
Western Iowa Tech Community College,Sioux City,Iowa,United States,51106,9,0,42.462983,-96.321502
Westside Park,Rock Rapids,Iowa,United States,51246,9,0,43.427963,-96.168032
Westside Park Disc Golf Course,Dyersville,Iowa,United States,52040,9,0,42.503666,-91.141684
Westview Disc Golf Course,Donnellson,Iowa,United States,52625,9,3,40.660782,-91.574196
Wetherby Park Disc Golf Course,Iowa City,Iowa,United States,52240,9,0,41.635728,-91.500622
Wiese Park Disc Golf Course,Perry,Iowa,United States,50220,9,0,41.836423,-94.121285
Wild River Disc Golf Course,Mapleton,Iowa,United States,51034,9,0,42.160754,-95.789620
Wildcat Bluff,Urbana,Iowa,United States,52349,21,4.5,42.173246,-92.009630
Wilder Park,Allison,Iowa,United States,50602,18,0,42.741405,-92.805745
Wildwood Park,Ottumwa,Iowa,United States,52501,18,0,41.035705,-92.431370
Williams Park,Algona,Iowa,United States,50511,9,0,43.074041,-94.219184
Windflower Park Disc Golf Course,Norwalk,Iowa,United States,50211,12,0,41.455311,-93.705269
Woodland Park,Newton,Iowa,United States,50208,12,0,41.711721,-93.033958
Admire Disc Golf Course,Admire,Kansas,United States,66830,9,0,38.602420,-96.087420
AER Disc Golf Course,Seneca,Kansas,United States,66538,9,5,39.850557,-96.044691
Airport Park Disc Golf Course,Concordia,Kansas,United States,66901,18,0,39.560035,-97.638951
Alan John Memorial Disc Golf Course,Mulvane,Kansas,United States,67110,9,0,37.465881,-97.226615
Almena City Park,Almena,Kansas,United States,67622,9,0,39.895868,-99.735065
Ann's Park Disc Golf Course,Marion,Kansas,United States,66861,4,0,38.367759,-97.008508
Annie Oakley Park,Oakley,Kansas,United States,67748,9,0,39.039785,-100.859850
Anthony Lake Disc Golf Course,Anthony,Kansas,United States,67003,18,0,37.099126,-98.073777
Ashland High School,Ashland,Kansas,United States,67831,12,0,37.185621,-99.795980
Baldwin City Lake,Baldwin City,Kansas,United States,66006,18,0,38.804266,-95.232670
Banner Creek Reservoir,Holton,Kansas,United States,66436,9,4,39.467715,-95.691999
Barclay College,Haviland,Kansas,United States,67059,18,0,37.636944,-99.097274
Basehor-Linwood Middle School,Bonner Springs,Kansas,United States,66012,9,0,39.066521,-94.920179
Bennington Disc Golf Course,Bennington,Kansas,United States,67422,6,0,39.021084,-97.585249
Bethany College,Lindsborg,Kansas,United States,67456,9,0,38.600676,-97.675387
Bicentennial Park,Hoisington,Kansas,United States,67544,9,0,38.586791,-98.759205
Big Bull Creek,Edgerton,Kansas,United States,66021,18,0,38.766280,-95.015000
Big Hill South,Cherryvale,Kansas,United States,67335,18,4.6,37.274582,-95.526745
Big Shunga Park,Topeka,Kansas,United States,66611,18,0,39.018756,-95.696387
Bloomington Disc Golf Course,Lawrence,Kansas,United States,66047,18,0,38.893051,-95.346160
Blue Bonnet Park,Liberal,Kansas,United States,67901,3,0,37.097719,-100.913248
Blue Valley of Kansas,Overland Park,Kansas,United States,66085,18,5,38.798768,-94.656684
Bluejacket Park,Eudora,Kansas,United States,66025,9,0,38.891903,-95.083340
Bob Mowery's Meadows at Clinton Lake State Park,Lawrence,Kansas,United States,66049,18,0,38.978096,-95.344129
Boyce Baumgardner Memorial Disc Golf Course at Swope Park,Cottonwood Falls,Kansas,United States,66845,18,0,38.298731,-96.508392
Brown Memorial Park Disc Golf Course,Abilene,Kansas,United States,67410,9,0,38.956476,-97.219090
California Trail,Olathe,Kansas,United States,66062,9,1.666665,38.835491,-94.778691
Camp Hawk,Newton,Kansas,United States,67114,24,4,38.075760,-97.289050
Camp Hiawatha,Wichita,Kansas,United States,67204,10,0,37.762497,-97.358547
Campus High School Disc Golf Course,Wichita,Kansas,United States,67217,4,0,37.618074,-97.362465
Carey Park,Hutchinson,Kansas,United States,67501,18,0,37.977493,-97.926452
Cedar Ridge Disc Golf Course,Bonner Springs,Kansas,United States,66012,18,0,39.066521,-94.920179
Centennial Park,Newton,Kansas,United States,67114,9,0,38.075760,-97.289050
Centennial Park,Lawrence,Kansas,United States,66049,18,4,38.978096,-95.344129
Central Christian College Disc Golf Course,McPherson,Kansas,United States,67460,9,0,38.382552,-97.699453
Cessna West Park,Wichita,Kansas,United States,67218,18,0,37.668511,-97.280418
Chautauqua Park,Beloit,Kansas,United States,67420,18,4,39.400935,-98.085468
Cheney State Park West,Pretty Prairie,Kansas,United States,67025,18,0,37.642375,-97.784959
Cherry Street Park,Winfield,Kansas,United States,67156,9,0,37.255625,-96.961491
Chetopa Disc Golf Course,Chetopa,Kansas,United States,67336,9,0,37.095595,-95.064296
Chilton Park Disc Golf,Dodge City,Kansas,United States,67801,9,2,37.723603,-100.057186
Chisholm Trail School Disc Golf Course,Clearwater,Kansas,United States,67026,9,0,37.511061,-97.491987
Cico Park,Manhattan,Kansas,United States,66503,18,0,39.265051,-96.695255
City Park,Concordia,Kansas,United States,66901,9,0,39.560035,-97.638951
Clapp Memorial Park,Wichita,Kansas,United States,67218,18,0,37.668511,-97.280418
Clinton State Park,Lawrence,Kansas,United States,66049,9,0,38.978096,-95.344129
Clover Cliff Ranch,Elmdale,Kansas,United States,66850,18,0,38.433834,-96.744041
Columbus Disc Golf Course,Columbus,Kansas,United States,66725,9,0,37.156583,-94.895319
Columbus Disc Golf Course,Columbus,Kansas,United States,66725,9,0,37.156583,-94.895319
Council Grove Fairgrounds Park,Council Grove,Kansas,United States,66846,12,0,38.647470,-96.470435
Cowskin Disc Golf Course,Colwich,Kansas,United States,67030,18,0,37.785616,-97.546810
Crawford State Park,Farlington,Kansas,United States,66734,9,0,37.618089,-94.830183
Crestview Park - East,Topeka,Kansas,United States,66614,18,0,39.010366,-95.852479
Crestview Park - West,Topeka,Kansas,United States,66604,18,4,39.039022,-95.726188
De Soto Wildcat Disc Golf Course,De Soto,Kansas,United States,66018,9,0,38.963864,-94.967153
Dena Dee Disc Golf Course,Coffeyville,Kansas,United States,67337,18,0,37.053665,-95.598198
Disciples Center Disc Golf Course,Augusta,Kansas,United States,67010,9,0,37.663117,-96.965280
Dodge City High School,Dodge City,Kansas,United States,67801,9,0,37.723603,-100.057186
Douglass Disc Golf Course,Douglass,Kansas,United States,67039,6,0,37.527668,-96.974290
