ID,Name, Number of holes, Latitude, Longitude
3519,Tradewinds Park,18,26.26,-80.17
3520,Tradewoods DIsc Golf Course,18,26.27,-80.17
3521,Trail of Tears Park,18,36.85,-87.47
3522,The Trails Disc Golf Course,18,34.54,-82.68
3523,Tranquility Trails,18,39.75,-75.33
3524,Trap Pond State Park,18,38.52,-75.47
3525,Trapp Family Lodge,18,44.47,-72.73
3526,Travis White Disc Golf Course,18,31.76,-106.35
3527,Treasure Cove Disc Golf Course,18,41.27,-95.80
3528,Tree Top Disc Golf Course at Sorosis Park,18,45.59,-121.20
3529,Treehouz at Branson Cedars Resort,27,36.53,-93.25
3530,Treewell Acres,18,48.40,-115.54
3531,Trenton Disc Golf Course,18,40.08,-93.63
3532,Trey Texas Ranch - Texas Twist,18,33.11,-95.28
3533,Trey Texas Ranch - Trey Deuce,18,33.11,-95.28
3534,Tri-Municipal Park,18,40.84,-77.69
3535,Tri Village Christian Church Disc Golf,18,40.01,-82.63
3536,Triangle Sports Area,18,44.51,-87.95
3537,Trigg County Disc Golf Course,18,36.91,-87.83
3538,Trinity Baptist College - Red,20,30.31,-81.80
3539,Trinity Baptist College - White,20,30.31,-81.80
3540,Trinity Disc Golf Course,18,42.68,-84.52
3541,Trinity Links,18,41.56,-88.06
3542,Trion City Park,18,34.54,-85.31
3543,Triple Creek Park,18,36.41,-86.43
3544,Trojan Park,18,46.04,-122.89
3545,Troll Valley Disc Golf,18,44.67,-70.15
3546,Trollwood Park,18,46.92,-96.78
3547,Trophy Club Park,18,33.03,-97.18
3548,Trophy Lakes,18,32.74,-80.06
3549,Trosper Park Disc Golf Course,18,35.43,-97.47
3550,Truckee River Regional Park,18,39.33,-120.18
3551,TrueTimber Disc Golf Course,18,37.47,-77.45
3552,Truth or Consequences,18,33.14,-107.26
3553,River City Disc Golf Course on Tsalteshi Trails,19,60.46,-151.10
3554,Tuckahoe State Park,18,38.98,-75.93
3555,Robert Lumpkin Memorial Disc Golf Course,18,35.15,-103.80
3556,Tully Lake Disc Golf Course,18,42.64,-72.22
3557,Tumble Tree Disc Golf Course,21,32.67,-85.35
3558,Turkey Hill Park,18,38.57,-76.98
3559,Turkey Ridge Disc Golf Complex,18,29.41,-97.99
3560,Turner Park,18,32.75,-96.99
3561,The Turnpike,18,42.60,-77.30
3562,Turtle Rock Park Disc Golf,18,38.76,-119.82
3563,Tuscawilla Park,18,29.20,-81.04
3564,Tuthill Park,18,43.51,-96.70
3565,Tuttle Creek State Park: River Pond,18,39.26,-96.58
3566,Twain Harte Disc Golf Course,18,38.04,-120.23
3567,The Twilight Zone,18,39.85,-82.81
3568,Twin Bridges,18,36.21,-95.72
3569,Twin Creek Disc Golf Course,27,39.62,-84.38
3570,Twin Creeks Disc Golf Course,18,36.30,-94.15
3571,Twin Creeks Disc Golf Course,19,43.76,-91.36
3572,Twin Grove,18,40.53,-76.49
3573,Twin Ponds Campground,18,44.55,-73.47
3574,Twin Rivers,18,48.20,-122.12
3575,Twisted Cedars Disc Golf Course,27,37.17,-104.65
3576,Twisted Pine Disc Golf Course,36,44.60,-124.06
3577,Two Clapps Disc Golf Course,18,45.05,-68.91
3578,Two Gray Hares Disc Golf Course,18,36.17,-105.62
3579,Two Mile High Disc Golf Course,18,39.23,-105.99
3580,Two Rivers Park Disc Golf,18,46.19,-119.05
3581,Two Rivers Park,18,36.18,-86.69
3582,Two Rivers Disc Golf Course,18,36.96,-93.35
3583,Two Waters Disc Golf Course,18,43.85,-73.41
3584,Twyman Park,18,35.04,-94.63
3585,Texas State Campus West Park,18,29.89,-97.95
3586,Tye F. Cunningham Disc Golf Course,18,35.69,-97.51
3587,Tyger River Park,18,34.87,-82.10
3588,Tyler State Park - West,18,40.23,-74.96
3589,Tyler State Park - East,18,40.23,-74.96
3590,Tyndall Park Youth Disc Golf Course,18,34.56,-92.58
3591,Tyrol Basin Disc Golf Course,18,43.05,-89.78
3592,Tyrrell Park,21,30.01,-94.15
3593,UAF Gold Disc Golf Course,18,64.86,-147.85
3594,UCI - Aldrich Park,72,33.65,-117.84
3595,Udell Rollways Disc Golf Course,18,44.25,-86.08
3596,Uintah Basin Yacht Club,20,40.30,-109.99
3597,Ultra DiscGolfPark - Anheuser-Busch Biergarten,18,40.62,-105.00
3598,UNC Chapel Hill,18,35.91,-79.03
3599,Unger Park,18,38.55,-90.44
3600,Union Academy,18,34.99,-80.58
3601,Union University,18,35.68,-88.86
3602,Univ. of Ala. Huntsville (UAH),18,34.72,-86.64
3603,Universal City Park,18,29.56,-98.30
3604,Universal Park Disc Golf Course,18,35.65,-81.97
3605,University of Central Florida Disc Golf Course,18,28.59,-81.20
3606,University of Idaho,18,46.73,-117.02
3607,University of Illinois - Springfield Disc Golf Course,18,39.73,-89.62
3608,University of Mobile Disc Golf Course,18,30.80,-88.12
3609,University of Montevallo,18,33.11,-86.87
3610,University of OB,18,41.41,-122.39
3611,University Park,18,39.37,-96.71
3612,University of Richmond Disc Golf Course,18,37.57,-77.55
3613,University of South Alabama,18,30.70,-88.18
3614,University of West Florida,21,30.55,-87.21
3615,University of Wyoming,18,41.31,-105.59
3616,Upper Macungie Park,18,40.60,-75.63
3617,Limestone Ledges Disc Golf Complex - Upper Meadows,18,38.94,-78.45
3618,Upper Salford Park,18,40.29,-75.45
3619,Upper Sandusky Reservoir Disc Golf Course,18,40.82,-83.27
3620,Urbana Hilltop Disc Golf at Melvin Miller Park,18,40.12,-83.73
3621,USACE South Shore Disc Golf,18,41.98,-77.21
3622,USC Upstate,18,35.00,-81.97
3623,USF Riverfront Park,18,28.07,-82.38
3624,USU Eastern Disc Golf Course,18,39.61,-110.80
3625,UT Tyler,18,32.31,-95.25
3626,Utah State Hospital Disc Golf Course,18,40.23,-111.64
3627,Utah Valley University,18,40.28,-111.71
3628,Uvalde Memorial Park Disc Golf Course,18,29.21,-99.78
3629,UW-BC Campus Greens,18,45.48,-91.74
3630,UW Campus-Platteville,18,42.73,-90.50
3631,UW Whitewater-Hoffman Field,18,42.85,-88.75
3632,Valentine Park - Course #1,18,35.46,-89.81
3633,Valentine Park - Course #2,18,35.46,-89.81
3634,Vallarta-Ast Disc Golf Course,27,43.18,-89.32
3635,The Valley Disc Golf Course,18,44.85,-93.05
3636,Valley Park Disc Golf Course,18,38.44,-82.00
3637,Valley Regional Park Disc Golf Course,18,40.66,-111.96
3638,Valley Springs Park,22,36.05,-78.96
3639,Valley View Park,18,42.95,-88.10
3640,Valmont Disc Park,18,40.03,-105.23
3641,Van Buren Disc Golf Course,18,43.12,-76.33
3642,Van Buren Golf Center,18,33.95,-117.46
3643,Van Buren State Park Disc Golf Course,18,41.14,-83.64
3644,Vandenberg AFB,18,34.74,-120.54
3645,Vastwood Park,18,37.91,-86.79
3646,V.E. and Lydia H. Owens Park at Bull Creek,18,36.09,-78.20
3647,Independence Park,18,37.33,-79.49
3648,Veteran Hills,18,43.55,-90.88
3649,Veterans Memorial Park,18,28.40,-97.77
3650,Veterans Disc Golf at Sweetwater Park,18,33.43,-82.49
3651,Veterans Memorial Disc Golf Course at Liberty Park,20,39.23,-83.60
3652,Veterans Memorial Disc Golf Course,18,44.14,-93.71
3653,Veterans Memorial Disc Golf Course,18,36.89,-94.87
3654,Veteran's Park,18,32.70,-97.16
3655,Veteran's Park,18,38.85,-91.94
3656,Veterans Park DGC,18,33.19,-86.83
3657,Veteran's Park Disc Golf Course,18,38.85,-91.94
3658,Veterans Park Disc Golf Course,18,37.95,-84.50
3659,Veterans Park,18,35.43,-97.10
3660,Veteran's Park - Music Bend,18,34.27,-88.68
3661,Veteran's Park - Original,18,34.26,-88.68
3662,Veteran's Park - Thunderchief,18,34.26,-88.68
3663,Vette City Disc Golf at Hobson Grove,18,37.01,-86.46
3664,Vicksburg Recreation Area,18,42.14,-85.53
3665,Victor Ashe Park,18,35.98,-84.00
3666,Victory Disc Golf Course,18,29.86,-95.47
3667,Victory Park,18,42.24,-84.74
3668,Vienna Park,18,41.79,-83.54
3669,The View,18,30.72,-86.59
3670,Viking Disc Golf Course,18,44.56,-91.38
3671,The Village Disc Golf Course,18,37.71,-77.47
3672,Village Greens Park,18,39.64,-104.88
3673,Village Park,18,43.13,-88.23
3674,Village of Pinehurst Disc Golf Course,18,35.19,-79.53
3675,The Village,18,43.15,-93.40
3676,The Ville at Rogersville City Park,18,36.42,-82.99
3677,The Vines at Reed County Park,18,43.23,-84.54
3678,VisionQuest,18,45.36,-93.29
3679,Vista Beast Disc Golf Course,18,44.42,-72.85
3680,Vista del Camino Park,18,33.46,-111.91
3681,Volunteer State Disc Golf Course,18,36.36,-86.49
3682,Vollrath Park,18,43.77,-87.70
3683,Wabash City Park,18,40.80,-85.83
3684,Wabash Run,18,38.25,-87.99
3685,Washout Waters (McAllister North),18,40.44,-86.89
3686,Wagner Park,18,42.51,-83.15
3687,Waid Park,18,36.97,-79.94
3688,Wakanda Park,18,44.90,-91.92
3689,Wales Community Park,18,43.00,-88.38
3690,Walker Park,18,33.67,-95.57
3691,Wall Bicentennial Park,18,38.37,-97.66
3692,Wall Doxey State Park - The Jungle,20,34.66,-89.46
3693,Wall Doxey State Park - Turkey Hollow,20,34.66,-89.46
3694,Wallace State Community College,18,34.07,-86.79
3695,Waller Mill Park Disc Golf Course,18,37.32,-76.70
3696,Waller Park,27,34.90,-120.44
3697,Walnut Creek Park,18,37.92,-78.59
3698,Walnut Disc Golf Course,18,41.55,-89.60
3699,Walnut Hill Disc Golf Course,18,39.94,-82.84
3700,Walnut Hollow - Long,18,42.20,-88.27
3701,Walnut Ridge Recreation Area,18,41.73,-93.71
3702,Walnut Ridge,18,39.59,-86.20
3703,Walsh Park Disc Golf Course,18,41.33,-83.11
3704,Wannamaker County Park,18,32.98,-80.06
3705,War Memorial Park,18,36.68,-87.43
3706,Ward Mountain Disc Golf Course,18,39.22,-114.97
3707,Warden Park,18,47.49,-111.30
3708,Warhawk at Calhoun Community College,18,34.65,-86.95
3709,Warrenton Pool Park,18,38.80,-91.14
3710,Warriors Path State Park,27,36.49,-82.48
3711,The Wasatch Wunder,18,40.54,-111.49
3712,Washington and Lee University,18,37.80,-79.45
3713,Washington Park,18,40.71,-89.41
3714,Washington Township Disc Golf Course,18,39.76,-86.42
3715,Washoe Disc Golf Course,18,41.58,-121.95
3716,Washout Woods (McAllister South),18,40.44,-86.89
3717,Water Works Park,18,39.16,-94.58
3718,Waterloo Disc Golf,18,44.49,-122.82
3719,Waterloo Exchange Park,27,42.51,-92.36
3720,Watertown Disc Golf Course,18,44.96,-93.82
3721,Watertown Slumberland Disc Golf Course,18,44.91,-97.13
3722,Watonga Disc Golf Course,18,29.84,-95.45
3723,Watson Island DIsc Golf Course,18,39.05,-108.56
3724,Watson Lake,18,34.59,-112.42
3725,Waurika Disc Golf Course,18,34.16,-98.01
3726,Waveny Park Disc Golf,18,41.12,-73.49
3727,Waverly Disc Golf Course,18,41.53,-75.71
3728,Waxhaw Elementary School,18,34.92,-80.73
3729,Waxhaws Disc Golf Course,18,36.05,-94.16
3730,Waynesville Disc Golf Course,18,35.51,-82.98
3731,Weatherford Disc Golf Course,18,35.56,-98.69
3732,Weatherford Disc Golf Course,18,32.77,-97.68
3733,Webster Fish & Game,18,42.06,-71.85
3734,Weeks Park,18,29.93,-91.80
3735,The Welk Oaks Golf Course,18,33.23,-117.14
3736,Wells Branch Park,18,30.43,-97.67
3737,Wellspring at Cedarock Park,18,35.99,-79.44
3738,Wendell Disc Golf Course,18,35.78,-78.38
3739,Wendell Moore Park,18,38.40,-85.44
3740,Wesleyan College Disc Golf Course,18,36.02,-77.78
3741,West Appleton Country Club,18,44.35,-69.26
3742,West Brook Park,18,41.82,-90.56
3743,West City Park,22,38.24,-90.42
3744,West Delray Regional Park,18,26.46,-80.22
3745,West Floyd Disc Golf Course,18,42.79,-96.18
3746,West Fork Disc Golf Course,18,39.55,-104.99
3747,West Guth Park,20,27.83,-97.55
3748,West Lake Park,24,41.52,-90.68
3749,West Main Park,18,41.85,-88.40
3750,The Meadow at West Meadowbrook Park,18,35.63,-77.38
3751,West Millbrook Park,18,37.68,-97.48
3752,West Mobile County Park,18,30.64,-88.23
3753,West Park,18,41.51,-88.11
3754,West Shore Community College,24,44.01,-86.34
3755,West Sixth Farm,18,38.27,-84.85
3756,West Swinney Park,18,41.07,-85.17
3757,West Thompson Lake,18,41.95,-71.89
3758,West Winds Disc Golf,18,39.42,-77.27
3759,Westbrook Park Disc Golf Course,18,39.84,-84.27
3760,Westcreek Disc Golf Course,18,39.55,-104.78
3761,Westfield High School,18,43.89,-89.49
3762,Westminster Park,18,35.01,-81.00
3763,Westover Park,18,38.45,-78.88
3764,Westside Disc Golf Course,18,34.80,-85.05
3765,Westside Park Disc Golf Course,18,30.58,-98.29
3766,Westy Acres,30,42.63,-72.58
3767,Wetlands Park Disc Golf Course,18,35.29,-95.57
3768,Whale Rock Disc Golf Course,18,35.58,-120.72
3769,Wheatland DGC at Willamette Mission State Park,18,45.08,-123.05
3770,Wheeling Island Marina Disc Golf Course,18,40.08,-80.74
3771,Whippin' Post,18,39.57,-78.40
3772,Whirlwind Disc Golf Course,18,36.14,-82.84
3773,Whiskey Gulch at Montana Tech,18,46.01,-112.56
3774,Whiskey Hills Disc Golf,24,43.84,-86.18
3775,Whispering Cave Disc Golf Course,18,39.43,-82.54
3776,Whispering Falls Disc Golf Course,27,39.77,-77.77
3777,Whispering Hills,18,45.14,-92.58
3778,Whispering Pines Park,27,28.85,-82.35
3779,Whistler's Bend Disc Golf Course,27,43.32,-123.22
3780,Whitaker Woods,18,39.89,-74.83
3781,White Birch Park,18,38.79,-90.38
3782,White Clay Creek State Park,18,39.71,-75.78
3783,White House Park,18,36.47,-86.66
3784,White Oak Bayou Bandit,18,29.87,-95.51
3785,White Oak Conference Center - Inwood North,18,29.87,-95.47
3786,White Oak Conference Center - Inwood West,18,29.87,-95.47
3787,White Oak Park,18,33.88,-84.83
3788,White Oak River Campground - Front Course,18,34.89,-77.23
3789,White Oak River Campground (Hoffman 2),18,34.89,-77.23
3790,White Oak River Campground - Ripple Course,18,34.89,-77.23
3791,White Pine 2.0,18,45.72,-91.68
3792,White Pines Park Disc Golf Course,18,38.27,-120.34
3793,White River Disc Golf Course,18,42.59,-88.43
3794,White River Disc Golf Course,18,43.93,-72.67
3795,White River,18,47.28,-122.20
3796,White Thorn - Dodge Ridge Ski Resort,18,38.19,-119.96
3797,Whiteford-Stoneco Community Park Disc Golf Course,18,41.74,-83.66
3798,Whitehall Township Disc Golf Course,27,43.40,-86.30
3799,Whitesville City Park,18,37.68,-86.86
3800,Whitley Branch Veterans Park,18,37.12,-84.08
3801,Whitmarsh Disc Golf Course,18,48.45,-122.32
3802,Whittier Narrows Park,27,34.03,-118.05
3803,Wickes Woods,18,43.46,-84.06
3804,Wickham Park Disc Golf Course,18,41.79,-72.58
3805,Wickham Park,22,28.16,-80.66
3806,Randall Park Disc Golf Course,18,46.58,-120.57
3807,Widefield Park,18,38.74,-104.71
3808,Wilbur Young Park,18,39.01,-94.25
3809,Wilcox Memorial Park Disc Golf Course,18,41.95,-73.73
3810,Wild Horse Park,18,35.40,-97.73
3811,Wild Oaks,18,34.89,-92.14
3812,Wild Turkey Disc Golf Course,18,34.37,-77.71
3813,Wild Vines Disc Golf Course,18,42.40,-76.90
3814,Wildapple Disc Golf,27,44.50,-91.20
3815,Wildcat Bluff,21,42.19,-91.89
3816,The Wildcat at Markle Park,18,40.82,-85.34
3817,Wildcat Mountain Alpine Disc Golf Course,18,44.26,-71.24
3818,Wildcat Springs,18,40.40,-91.35
3819,Wildcat Trace Disc Golf Course,19,30.84,-89.55
3820,New Wilder Disc Golf Course,19,44.60,-124.04
3821,Wilder Park,18,42.74,-92.79
3822,Wilderness Club Disc Golf,18,48.93,-115.12
3823,Wilderness Disc Golf Course,18,43.69,-89.33
3824,Wilderness Ranch,18,34.20,-109.91
3825,Wildhorse Golf Club - Afternoon,21,36.06,-115.08
3826,Wildhorse Golf Club - Morning,22,36.06,-115.08
3827,Wildlife Prairie Park,18,40.74,-89.75
3828,WildWood Disc Golf,18,44.37,-69.94
3829,Wildwood Park,18,41.00,-92.45
3830,Will Bendick Memorial,18,42.85,-82.71
3831,Will Hair Park,18,32.47,-99.72
3832,Will Rogers Park,18,35.50,-97.58
3833,Williams Park - Timber Valley Disc Golf,18,36.69,-96.33
3834,Willamette Park,18,44.54,-123.25
3835,William B. Kresge Memorial Disc Golf Course,18,41.55,-75.90
3836,William Cameron Park,23,31.57,-97.15
3837,William Harbin Park,18,39.32,-84.57
3838,William Yates Sprint Disc Golf Course,18,39.05,-94.38
3839,Williams Baptist College Disc Golf Course,18,36.13,-90.94
3840,Williamsburg Community Park,19,39.05,-84.05
3841,Williamson County Disc Golf Course,18,30.56,-97.77
3842,Williamson Town Park,18,43.21,-77.20
3843,Willmore Park Disc Golf,18,38.57,-90.30
3844,Willow Fork Park Disc Golf Course,18,29.74,-95.78
3845,Willow Lake Disc Golf Course,18,34.61,-112.44
3846,Willow Metropark Disc Golf Course,24,42.12,-83.38
3847,Willow Park,18,42.90,-73.20
3848,Willow Springs Disc Golf Course,18,36.69,-97.08
3849,Willow Valley,27,41.55,-71.64
3850,The Willows,18,44.04,-91.63
3851,Willows Rotary,19,39.51, -122.20
3852,Wills Park,18,34.07,-84.31
3853,Wilson Disc Golf Course,18,38.82,-98.47
3854,Wilson Park,18,38.72,-90.13
3855,Wilson-Tuscarora Park,18,43.31,-78.85
3856,Wilton Lyndeborough Cooperative School,18,42.85,-71.74
3857,Winchester City Park,19,35.20,-86.13
3858,Goodrich Park Disc Golf Course,27,40.18,-84.98
3859,Wind Creek Park Disc Golf Course,18,33.97,-98.51
3860,Wind Gardens Disc Golf Course,20,34.18,-103.37
3861,Windlands Disc Golf Course,18,32.02,-102.09
3862,Winds of Westover,18,35.61,-88.88
3863,Windsor Lake Disc Golf Course,18,42.69,-73.09
3864,Windwood Presbyterian Church,21,30.01,-95.58
3865,Windy Hill Farm Disc Golf Complex,18,38.49,-76.62
3866,Windy Ridge Disc Golf at Mitchusson Park,18,36.08,-93.75
3867,Windy Trails,18,37.51,-86.33
3868,Wine Cellar Disc Golf Course,18,38.38,-81.74
3869,Winfrey Memorial Disc Golf Course,18,37.71,-92.67
3870,Wingate University,18,34.99,-80.44
3871,Winged Deer Park,18,36.39,-82.37
3872,Winkler Disc Course,18,36.26,-93.11
3873,Winnebago County Park Green,18,44.08,-88.53
3874,Winnebago County Park Yellow,18,44.08,-88.53
3875,WinShape Disc Golf Course,18,34.32,-85.24
3876,Winstrom Preserve,18,42.80,-86.18
3877,Winter Park Resort,21,39.89,-105.76
3878,Winter Park,27,44.46,-87.56
3879,Wintersun - Long,18,35.53,-82.40
3880,Winthrop University Rec. Area,18,34.94,-81.02
3881,Winton Woods (Hamilton County),18,39.26,-84.50
3882,Wirth Par 3,18,44.99,-93.33
3883,Wisp Deep Creek Ski Resort,18,39.56,-79.36
3884,Wolf Hill Disc Golf Course,18,40.30,-74.03
3885,Wolf Knob Disc Golf at Hickory Cabins,18,37.26,-86.14
3886,Wolfe Woods at Warwick,18,41.30,-74.39
3887,Wolfman Woods Run,18,35.32,-81.65
3888,Wonderland Disc Golf Course,18,37.98,-81.10
3889,Wondervu Disc Golf Course,18,39.92,-105.39
3890,Wood County Veterans Memorial Park,18,39.34,-81.43
3891,Wood Land Lake,27,34.12,-109.95
3892,Wood Land,18,34.13,-109.97
3893,Wood Valley Disc Golf,18,34.08,-95.90
3894,Woodchuck Ridge Disc Golf Course at Dillon State Park,18,40.01,-82.10
3895,Woodcock Creek Disc Golf Course,18,41.70,-80.11
3896,The Wooden Hollow,20,46.58,-112.19
3897,Woodland Greens,18,43.67,-87.73
3898,Woodland Mound Park,18,39.04,-84.32
3899,Woodland Park,18,38.69,-89.97
3900,The Woodland Trail,18,41.44,-85.24
3901,Woodland Valley Disc Golf Course - Black Bear,18,43.68,-70.78
3902,Woodland Valley Disc Golf - The Grizzly,18,43.68,-70.78
3903,Woodland Valley Disc Golf - The Kodiak,18,43.68,-70.78
3904,Woodlands Park,18,41.56,-83.61
3905,Woodlands,18,42.44,-89.07
3906,Woodlawn Park,18,46.87,-96.78
3907,Woodmansee Park,18,44.89,-123.04
3908,Woodmen Hills Disc Golf Course,18,38.95,-104.60
3909,Woodmere Disc Golf Course,18,37.97,-87.51
3910,Woodruff Leisure Center Disc Golf Course,18,34.74,-82.01
3911,Woods at Beauty Hill - Bobcat,18,43.37,-71.30
3912,Woods at Beauty Hill - Cougar,18,43.37,-71.30
3913,Woods at Beauty Hill - Lynx,18,43.36,-71.31
3914,The Woods at Lakeshore,18,42.21,-83.56
3915,Woods Park,18,37.26,-97.41
3916,Pendleton Woods Disc Golf Course,18,38.00,-77.53
3917,The Woods at St. Mary's,18,44.04,-91.70
3918,Woods at Wessell,18,34.31,-83.84
3919,The Woods at White Cloud Elementary,18,43.56,-85.79
3920,Woodsboro Park Disc Golf Course,18,39.53,-77.31
3921,The Woodshed,18,39.57,-78.40
3922,The Woodsman Disc Golf Course,18,40.77,-82.64
3923,Woodward Legacy Disc Golf Course,18,36.87,-119.79
3924,Woodward Park,18,34.25,-80.63
3925,Woodway Park,18,31.52,-97.23
3926,W.R. Jackson- 2023 Champions Cup FPO Layout,18,33.65,-82.28
3927,W.R. Jackson- 2023 Champions Cup MPO,18,33.65,-82.28
3928,WR Jackson Memorial Disc Golf Course,18,33.65,-82.29
3929,Wright State University,18,39.79,-84.06
3930,Wrightsville Beach,18,44.33,-72.58
3931,Wrightwood Country Club,18,34.36,-117.63
3932,W.S. Gibbs Memorial Disc Golf Course,18,39.72,-86.45
3933,Wyandotte County Park,18,39.10,-94.87
3934,Wyomia Tyus Olympic Park,18,33.29,-84.31
3935,Xavier University,18,39.15,-84.48
3936,Xenia Rotary Disc Golf Course,18,39.69,-83.94
3937,Yadkin County Park,24,36.01,-80.63
3938,Yahara Hills Disc Golf Course,18,43.04,-89.26
3939,Yahoola Creek Park,18,34.53,-83.96
3940,Yankee Springs Golf Course,18,42.66,-85.53
3941,The Yellow Course,18,39.94,-80.73
3942,Yellow Creek Park,27,37.79,-87.03
3943,Yellow River Disc Golf Course,18,33.57,-83.90
3944,Yetter Park Disc Golf Course,18,41.02,-75.20
3945,YMCA of the Rockies,18,40.34,-105.58
3946,York Middle School,20,34.97,-81.24
3947,Youth Acres,18,40.57,-89.98
3948,Youth Park Disc Golf,18,27.83,-82.69
3949,Yucaipa Regional Park Disc Golf Course,18,34.05,-117.05
3950,Yulga,18,44.56,-89.54
