ID,Name, Number of holes, Latitude, Longitude
538,Carter Park Disc Golf Course,18,35.93,-94.19
539,Carter Park,18,41.37,-83.62
540,Carter's Course at Springfield Park,18,44.54,-85.25
541,Carter's Disc Golf,18,44.13,-70.46
542,Cascade Sports Park,20,44.50,-116.03
543,Cascade Township Park,18,42.89,-85.50
544,Cascades Gateway,18,44.91,-122.99
545,Case DiscGolfPark,18,36.13,-96.12
546,Casey R. Logan Disc Golf Course,18,36.01,-75.66
547,Casper Disc Golf Course,18,42.86,-106.31
548,Cass Benton Hills Disc Golf Course,18,42.42,-83.48
549,Cass City Park,18,43.61,-83.17
550,Castle Hayne Park,18,34.33,-77.90
551,Castle Hills,18,33.03,-96.91
552,Casture Pattle Disc Golf Course,18,32.85,-85.25
553,Catamount Links,18,35.31,-83.19
554,Catawba Meadows,18,35.76,-81.71
555,Cato Park,18,38.38,-81.64
556,Cave Run Disc Golf Course,18,38.12,-83.54
557,Cavitt's Creek Disc Golf Course,18,37.17,-81.51
558,Currituck County Rural Center,18,36.13,-75.82
559,Cedar Beach Disc Golf Course,18,40.63,-73.34
560,Cedar Creek Central,18,43.61,-94.48
561,Cedar Creek Disc Golf Course,18,35.91,-94.26
562,Cedar Creek East,18,43.61,-94.48
563,Cedar Creek West,18,43.61,-94.49
564,Cedar Glades,18,34.54,-93.09
565,Cedar Grove Disc Golf Course,18,39.18,-85.03
566,Cedar Hill Park,21,36.27,-86.75
567,Cedar Hills Rotary Park,18,35.86,-78.63
568,Cedar Lakes Disc Golf Course,18,38.79,-81.69
569,Cedar Ridge Disc Golf Course,18,39.08,-94.89
570,County Farm Disc Golf Course,18,39.15,-85.04
571,Cedar Valley Disc Golf Course,18,32.62,-96.76
572,Cedarock DGC at Cedarock Park,18,35.99,-79.44
573,The Cedars Disc Golf Course at Smith Park,18,32.95,-96.38
574,The Cedars at Green Haven,18,45.21,-93.40
575,Cedars of Lebanon State Park,20,36.08,-86.32
576,Cedarville University,18,39.76,-83.81
577,Cemetery Ridge Disc Golf Course at Hugh White State Park,18,33.81,-89.74
578,Centennial Park,18,38.97,-95.26
579,Centennial Park,18,36.28,-95.80
580,Centennial Park Course,18,37.35,-108.57
581,Center Chains DGC at Hope A. Davey Park,18,44.38,-72.72
582,Center City Disc Golf,18,32.27,-90.10
583,Center of the Nation Disc Golf,18,44.67,-103.85
584,Centerville Disc Golf Course,18,40.73,-92.88
585,Central Baptist Church,18,32.08,-84.20
586,Central College Disc Golf Course,18,41.40,-92.93
587,Central Michigan University,18,43.57,-84.77
588,Central Park,18,34.97,-89.95
589,Central Park,18,42.80,-73.91
590,Central Park Disc Golf Course,18,34.44,-118.52
591,Central Park Disc Golf Course,27,36.62,-88.31
592,Central Park Disc Golf Course,18,40.15,-104.94
593,Central Park Disc Golf Course,20,34.25,-84.10
594,Central Pines,27,32.58,-83.69
595,Central Valley,18,35.94,-86.39
596,Central WY College Disc Golf Course,18,43.03,-108.43
597,Centre Hills Park,18,39.71,-104.80
598,Century Park Disc Golf Course,18,34.93,-82.24
599,Ceraland Disc Golf Course,18,39.16,-85.81
600,Cerbat Cliffs Golf Course,18,35.21,-114.04
601,Cessna West Park,18,37.65,-97.27
602,Chadron State Park,18,42.71,-103.01
603,The Chain Links at Nashboro,18,36.09,-86.64
604,The Chain Links,18,37.78,-98.03
605,Chainbiters at Brown's Farm,21,42.38,-79.07
606,ChainDragon at The Freeport Sports Complex,18,30.49,-86.15
607,Chainocito,18,35.54,-105.83
608,Chains Edge - Green,24,45.91,-93.46
609,Chains Edge - Red,24,45.91,-93.46
610,Chalybeate Springs Sports Complex,18,37.12,-86.25
611,Champion's Course,18,43.68,-85.48
612,Lake Hiawatha Preserve,18,28.57,-81.78
613,Champoeg State Park,18,45.25,-122.88
614,Chandler Park - Moose Run,18,36.13,-96.07
615,Chandler Park - Original,18,36.13,-96.07
616,Chapel Hill Disc Golf Course,18,30.64,-97.63
617,Chapman Pines Disc Golf Course,18,34.77,-86.55
618,Charlie Vettiner Park,18,38.17,-85.56
619,Chattahoochee Pointe Disc Golf Course,18,34.07,-84.12
620,Chattooga Belle Farm,18,34.77,-83.27
621,Chauga Rapids,18,34.68,-83.14
622,Chautauqua City Park,18,41.01,-91.95
623,Chautauqua Park,18,39.45,-98.11
624,Chautauqua Park Disc Golf,19,32.00,-90.36
625,Chautauqua Park,18,40.25,-96.74
626,Chavez Ridge Disc Golf Course at Elysian,27,34.08,-118.24
627,Checotah Disc Golf Course,18,35.48,-95.52
628,Cheney State Park West,18,37.72,-97.83
629,Chennault Blue Disc Golf Course,18,32.50,-92.03
630,Chennault Original Disc Golf Course,18,32.50,-92.03
631,Chennault Green Disc Golf Course,18,32.50,-92.03
632,Cherokee Landing State Park,18,35.76,-94.91
633,Cherokee Park Disc Golf Course,18,36.26,-83.28
634,Cherry Creek Park Disc Golf Course,18,32.55,-95.88
635,Cherry Peak Disc Golf Course,18,41.93,-111.76
636,Showboat Park,18,43.18,-84.12
637,Chester Disc Golf Course,18,43.27,-72.61
638,Chester State Park,27,34.68,-81.24
639,Chestnut Ridge - The Ravine,18,42.72,-78.74
640,Chetek High School Disc Golf Course,18,45.31,-91.66
641,Chickasabogue County Park - New Ridge,18,30.78,-88.11
642,Chickasabogue County Park - Original,18,30.78,-88.11
643,Chickasaw Community Park,18,30.76,-88.08
644,Chico Hot Springs Disc Golf Course,18,45.34,-110.69
645,Chikumbuso Disc Golf Course,18,41.50,-71.89
646,Children's Home of Lubbock,18,33.61,-101.78
647,China Peak Disc Golf,27,37.24,-119.16
648,Chippewa Banks,18,43.61,-84.25
649,Chisholm Disc Golf Course,18,47.48,-92.87
650,Choccolocco Park,18,33.60,-85.79
651,Choctaw Creek Park - A,18,35.48,-97.27
652,Choctaw Lake Disc Golf Course,18,33.28,-89.15
653,Chris Roberts Memorial Course,18,38.36,-75.58
654,Christ The King Center,18,43.07,-73.50
655,Christ's Church Disc Golf Course,18,40.98,-92.40
656,Church Creek Park Disc Golf,18,48.24,-122.33
657,Churchville Park Disc Golf Course,19,43.11,-77.88
658,Cico Park,18,39.20,-96.62
659,Cider Hill Farm,18,44.10,-69.38
660,Circle C Ranch on Slaughter Creek,18,30.20,-97.89
661,The Hideaway Disc Golf Course,18,32.84,-96.17
662,Citizens Lodge Disc Golf Course,18,30.80,-85.22
663,Citronelle Municipal Park,18,31.07,-88.32
664,City of Antigo Disc Golf Course,18,45.15,-89.14
665,City Beach Disc Golf Course at Darwin Wright Park,18,34.57,-82.68
666,City of Breezy Point Disc Golf Course,18,46.61,-94.23
667,Hart Hydro Dam Disc Golf Course,18,43.72,-86.37
668,City In the Hills,18,35.40,-118.89
669,City Lake Park,18,35.35,-80.23
670,City Park,18,34.65,-99.32
671,Schreiner Park Disc Golf Course,18,30.49,-99.76
672,City Park,18,30.00,-90.09
673,City View,18,36.22,-115.14
674,Civitan Disc Golf Course,18,35.75,-95.33
675,Clanton Disc Golf Course,18,32.84,-86.63
676,Clapp Memorial Park,18,37.66,-97.28
677,Clarence Darrow Park (Young's Run),18,41.28,-80.83
678,Clark's Run Disc Golf Course at Freedom Center,18,39.23,-77.55
679,Clarkson City Park,18,37.50,-86.21
680,Clay Disc Golf Course,21,33.72,-86.58
681,Clay Park - West,18,43.15,-76.19
682,Clay Park - East,18,43.15,-76.18
683,Claystone Park,18,32.83,-83.78
684,Clayton Community Disc Golf Course,18,35.65,-78.48
685,The Claytons Disc Golf Course,18,35.81,-83.95
686,Clear Creek Park Disc Golf Course,18,41.12,-104.84
687,Clear Creek Park,18,39.83,-84.92
688,Clear Creek State Park,18,41.33,-79.10
689,Clear Fork Reservoir Disc Golf Course,18,40.70,-82.62
690,Clearwater/Pleasant Lake,18,45.28,-94.12
691,Cleburne Disc Golf,18,32.38,-97.38
692,Clement Farm Disc Golf Course,18,42.81,-71.11
693,Clemson U. Outdoor Lab,18,34.62,-82.85
694,Cleveland Lake,18,38.81,-94.55
695,Cliff Stephens Park,21,27.97,-82.72
696,Cline Park Disc Golf Course,18,35.47,-93.45
697,Clinton Disc Golf Course,18,35.60,-92.46
698,Clinton Hills Disc Golf Course,18,38.55,-89.96
699,Cloman Park,18,37.29,-107.06
700,Campgaw Reservation - Green,18,41.06,-74.19
701,Pine Hills Disc Golf Course - South,18,42.89,-84.34
702,Cloudland Canyon State Park,18,34.82,-85.48
703,Clover Cliff Ranch,18,38.33,-96.70
704,Clover Dell Park,18,38.68,-93.29
705,The Club on Cypress,18,34.81,-87.71
706,Clute Park,18,29.02,-95.41
707,Clyde Fant Disc Golf Course (Veterans Park),18,32.51,-93.72
708,Coal Creek,18,40.04,-105.04
709,Coalinga Disc Golf Course,18,36.14,-120.37
710,Codorus State Park - Purple,18,39.79,-76.90
711,Codorus State Park - Blue,18,39.79,-76.90
712,Codorus State Park - Red,18,39.79,-76.90
713,Codorus Township Park,18,39.76,-76.80
714,Cody Park Disc Golf Course,20,41.15,-100.76
715,Coggshall Park,18,42.56,-71.79
716,Cold Brook Park,24,42.25,-85.35
717,Cold Hollow Disc Golf Course,18,44.90,-72.82
718,Coldwater Ranch,18,33.72,-112.32
719,Coleman Park Disc Golf,18,33.13,-95.62
720,Coleman Park,18,33.17,-102.27
721,Colina Park Golf Course,18,32.75,-117.08
722,College of Eastern Idaho,18,43.49,-111.99
723,College of Southern Idaho,18,42.58,-114.47
724,Colonial Estates,18,35.20,-97.42
725,Colorado Mountain College - Leadville,18,39.23,-106.30
726,Colorado Mountain College Spring Valley,18,39.47,-107.24
727,Colton Disc Golf Course,18,34.07,-117.36
728,Columbia International University,18,34.08,-81.08
729,Columbia Park,18,37.84,-90.50
730,Columbia Park,18,46.23,-119.20
731,Columbia Shore Disc Golf at Fort Stevens State Park,23,46.20,-123.95
732,Comanche Trail - East,21,31.83,-102.36
733,Comanche Trail Park - Lake,18,32.22,-101.48
734,Comanche Trail Park - Mountain,18,32.22,-101.48
735,Comanche Trail - West,18,31.83,-102.38
736,The Commander,18,42.55,-71.61
737,Commons Park Disc Golf Course,18,41.63,-84.99
738,Commons Park,18,26.69,-80.23
739,Community Park,18,41.47,-88.18
740,The Compound,18,33.24,-84.41
741,Concordia University Irvine Disc Golf Course,18,33.65,-117.81
742,Confluence Disc Golf Course,18,38.75,-108.08
743,Conocido Park,18,33.63,-112.13
744,Cooke City Disc Golf Course,18,45.02,-109.94
745,Coon Rapids Disc Golf Course,21,45.16,-93.29
746,Coonskin Disc Golf Course,18,38.39,-81.58
747,Copper Mountain,18,45.98,-112.54
748,Copper Sky,18,33.04,-112.04
749,Copperhead Canyon YMCA,18,36.09,-96.00
750,Copperhead Disc Golf Course,18,30.13,-93.92
751,Altmaier Family Park Disc Golf Course,18,41.69,-91.62
752,Corbin Park,18,47.70,-116.99
753,Cordova Park,18,41.68,-90.32
754,Cornerstone Church Disc Golf Course,18,29.04,-95.45
755,Cornerstone Disc Golf Course,18,39.88,-81.91
756,Cornerstone University Disc Golf Course,18,42.98,-85.59
757,Cornwallis Road Park,18,35.98,-78.95
758,CoServ Lost Pines,18,33.14,-97.05
759,Cottage Hill Park,18,30.66,-88.18
760,Cottonmill Disc Golf Course,18,40.71,-99.14
761,Cottonwood Creek Park,18,38.93,-104.76
762,Cougar Country,18,34.02,-78.06
763,Cougar Lake,18,34.60,-92.87
764,Cougar Point Disc Golf Course,18,37.99,-120.50
765,Countryside Park,21,41.55,-87.21
766,Course Dovillio,18,36.15,-95.87
767,The Course at Lyon College,18,35.78,-91.62
768,The Course With No Name,18,36.41,-78.74
769,Courtland Township Disc Golf Course,18,43.18,-85.49
770,Cove Point Disc Golf Course,18,47.25,-91.31
771,Cove Valley Christian Youth Camp,18,39.84,-77.97
772,Covenant Village Disc Golf Course,18,39.73,-78.59
773,Covenant,18,35.56,-77.37
774,Covered Bridge Park,18,40.63,-75.56
775,Cowan Lake DGC,18,39.39,-83.89
776,Cowboy Course,18,38.03,-103.63
777,Cowskin Disc Golf Course,18,37.78,-97.55
778,Coyote Hills,18,40.26,-77.16
779,Coyote Point Disc Golf Course at Lake Casitas,18,34.41,-119.35
780,Coyote Ridge at Belgrade Lakes,18,44.60,-69.90
781,Coyote Trace,18,39.38,-86.05
782,Coyotes Den,18,44.43,-121.25
783,C.P. Adams Park,18,44.73,-92.83
784,CR Farm Disc Golf,21,44.20,-69.87
785,Craftsbury Disc Golf,18,44.68,-72.36
786,Craighead Forest Disc Golf - Yellow,18,35.77,-90.71
787,Craighead Forest Disc Golf - Red,18,35.78,-90.71
788,Cranberry Valley,18,44.26,-70.29
789,Cranbury Park,18,41.16,-73.40
790,Crandall Park Disc Golf Course,18,43.32,-73.66
791,Crane Creek Disc Golf,18,38.34,-122.64
792,Crane Hill Disc Golf Course,18,42.15,-72.40
793,Crazy 8,18,38.32,-82.44
794,Creative Recreations,18,44.19,-70.52
795,Credit Island,18,41.51,-90.61
796,Creekside Disc Golf Course at Crooked Creek Park,18,35.07,-80.62
797,Creekside Disc Golf Course,18,40.28,-76.93
798,Creekside Park,22,35.89,-79.94
799,Creekside Park,18,35.06,-77.04
800,Creekside Park Disc Golf Course,18,36.05,-94.24
801,Creekside Park,21,40.67,-111.85
802,Creeping Creek Disc Golf - Blue,18,39.64,-76.91
803,Creeping Creek - Pink,18,39.64,-76.91
804,Creola City Park,18,30.90,-88.04
805,Crestmont,18,39.18,-86.55
806,Crestview Park - East,18,39.02,-95.74
807,Crestview Park - West,18,39.02,-95.74
808,Creve Coeur Hillside,18,38.72,-90.47
809,Creve Coeur Lakeside,18,38.72,-90.48
810,Cripps Creek,18,43.94,-69.93
811,Crockett Park,18,35.98,-86.77
812,Crooked Birch,18,42.18,-72.18
813,Crooked Creek Crossing,18,35.11,-80.65
814,Crooked Creek Park,27,34.14,-81.34
815,Cross Creek Disc Golf Course,18,39.50,-106.86
816,Cross Farms,18,41.87,-72.34
817,The Crossing,18,36.08,-80.12
818,Crossroads Disc Golf Course,27,31.12,-97.41
819,Crossroads Disc Golf Course,18,32.53,-95.86
820,Crossroads of Life Disc Golf Course,18,32.63,-96.91
821,Crowle Hole Disc Golf Course at Kiwanis Park,18,45.44,-84.98
822,Crowleg Disc Golf at Hickey Park,18,36.37,-119.76
823,Crowley's Ridge College,18,36.07,-90.59
824,Crown College Disc Golf Course,18,44.89,-93.74
825,Crown Point Campground Disc Golf Course,18,44.03,-73.42
826,Crow's Lake,18,34.10,-83.59
827,Crump City Park,18,35.22,-88.32
828,Crystal City Underground Disc Golf Course,18,38.21,-90.38
829,Crystal Cove Park,18,42.45,-96.42
830,Crystal Lake Park,18,43.46,-88.80
831,Crystal Mountain - Base Disc Golf Course,18,46.94,-121.47
832,Crystal Mountain - Summit Disc Golf Course,18,46.94,-121.47
833,Crystal Pond Disc Golf Course,18,41.92,-72.09
834,Crystal Springs Disc Golf Course,18,46.89,-99.35
835,CSU Pueblo,18,38.31,-104.58
836,CSU San Marcos Disc Golf Course,18,33.13,-117.16
837,CSUMB Cypress Disc Golf Course,20,36.65,-121.80
838,CSUMB Oaks Disc Golf Course,20,36.65,-121.80
839,CSUMB Worlds Layout,27,36.65,-121.80
840,Cuchara Mountain Park,18,37.35,-105.12
841,Cuesta Disc Golf at Hill College,18,32.01,-97.09
842,Cumberland Green,18,38.69,-104.68
843,Cumberland Youth Camp,18,36.51,-87.51
844,Cupertino's Course,18,38.17,-86.81
845,Curtis Memorial Park,18,38.43,-77.57
846,Custer Greens Disc Golf Course,18,42.34,-85.29
847,Cuyahoga Community College - West,18,41.37,-81.76
848,CVU High School Disc Golf Course,18,44.34,-73.11
849,Cypress Point Park Disc Golf Course,18,27.95,-82.54
850,D. F. Buchmiller Park,18,40.01,-76.30
851,D 'n' D Disc Golf,18,44.43,-69.77
852,Dabney State Park,18,45.52,-122.35
853,Dacey Field Disc Golf,18,42.12,-71.40
854,Dacusville DGC,18,34.91,-82.54
855,Dairy Creek Golf Course,18,35.33,-120.73
856,Matthew Sorenson Memorial Disc Golf Course,18,44.27,-105.49
857,Dalimonte Disc Golf at Sault Seal Rec Area,18,46.47,-84.35
858,Dallas City Park,18,44.93,-123.32
859,Dallas City Upshot Disc Golf Course,18,40.63,-91.16
860,Dallas Island Disc Golf Course,18,35.19,-85.14
861,The Dam Course at Binder Park,18,38.60,-92.30
862,Dankwardt Park,18,40.78,-91.11
863,Daphne Central Park,18,30.65,-87.90
864,Darby Disc Golf Course,18,46.02,-114.17
865,Darden Harvest Park,18,32.52,-95.41
866,Darnestown Swim and Racquet Club,18,39.10,-77.31
867,Dash's Track Disc Golf Course,18,33.13,-96.86
868,Daubendiek Disc Golf Course,18,42.01,-94.39
869,Dave Heiders Hike,18,45.15,-123.13
870,David Imbrock Memorial Disc Golf at Bixler Lake,18,41.44,-85.24
871,David L. Baker Golf Course,18,33.73,-117.95
872,Davidson College,18,35.50,-80.84
873,Davie Disc Golf Course,20,36.01,-80.53
874,Davis Forest Disc Golf Course,18,41.78,-71.91
875,Davy Crockett Disc Golf Course,18,31.31,-95.45
876,Dawgwood Ditch,21,43.55,-88.20
877,Dawson Park,18,47.21,-121.02
878,Dayspring Ranch,18,42.95,-123.28
879,Dayton Disc Golf Course,18,39.29,-119.53
880,Deadwood Disc Golf,18,41.80,-85.37
881,Deep Creek Dreams,21,36.15,-79.37
882,Deer Creek Disc Golf Course,18,33.63,-91.81
883,Deer Lakes Park,18,40.62,-79.82
884,Deer Lick Park,18,33.75,-84.69
885,Deer Park Disc Golf Course,18,47.95,-117.46
886,Deer Run Disc Golf Course,18,39.20,-86.25
887,Deerfield Disc Golf,20,34.15,-84.81
888,Deerfield Nature Park - Deerfield,18,43.59,-84.89
889,Deerfield Nature Park - Wildwood,18,43.59,-84.89
890,Deerknuckle AKA Scratch Gravel,18,46.65,-112.07
891,Deerwood Park,18,42.46,-92.30
892,DeFunk Disco,18,30.74,-86.12
893,DeGray Lake Resort State Park Disc Golf,18,34.25,-93.15
894,DeGray Lower Lake Disc Golf Course,18,34.18,-93.09
895,Deis Hill Park,18,40.54,-81.48
896,Dekalb Memorial Park Disc Golf Course,18,33.74,-84.33
897,Delagoon Disc Golf Course,27,46.26,-96.04
898,DeLaveaga Golf Course,18,37.00,-122.00
899,DeLaveaga Disc Golf Course,29,37.01,-122.00
900,Delong Middle School,18,44.82,-91.54
901,Delphi Golf Course,18,46.99,-123.02
902,Delt Church Park,18,41.55,-85.46
903,Delta County Fairgrounds,18,38.80,-107.72
904,Deming Park - South,18,39.47,-87.36
905,Deming Park - North,18,39.47,-87.35
906,Dena Dee Disc Golf Course,18,37.04,-95.59
907,Denison Park,18,42.14,-77.04
908,Desert Emerald Disc Golf Course,18,32.37,-106.49
909,Detroit Lakes City Park,18,46.81,-95.84
910,Devens Disc Golf Course - The General,18,42.55,-71.60
911,Devens Disc Golf Course - The Hill,18,42.55,-71.60
912,Devil's Glen Disc Golf Course,18,41.53,-90.48
913,Devil's Grove Disc Golf - The Demon,18,44.08,-70.13
914,Devil's Grove Disc Golf - The Devil,18,44.08,-70.13
915,Devil's Thumb Ranch Resort and Spa,18,39.97,-105.78
916,Devou Park,18,39.07,-84.54
917,Dewey Disc Golf Course,18,35.32,-100.58
918,Dexter's Alley,18,21.34,-157.94
919,Dexter Park Disc Golf Course,18,43.92,-122.81
920,Diamond X - Orange,18,45.82,-108.69
921,Diamond X,27,45.82,-108.69
922,Diavolo at New Hope,22,35.82,-78.93
923,Dickson Disc Golf Course,18,36.09,-87.41
924,Diggins Hill Disc Golf Course,18,44.26,-85.40
925,Dillon Park,20,33.95,-80.36
926,Dineen Park,18,43.08,-87.99
927,Dinosaur Valley Disc Golf,18,34.27,-95.33
928,Dire Wolf Disc Golf Course,18,37.23,-80.41
929,Disc Creek Disc Golf Course at Thompson Park,28,35.24,-101.84
930,DISC at Fall Creek,18,39.88,-86.01
931,The Disc Golf Course at Primland,18,36.66,-80.40
932,Disc Golf Kymulga,18,33.33,-86.30
933,Disc It,18,37.14,-94.39
934,Disc Side of Heaven - Champ Course,18,35.82,-90.78
935,Disc Side of Heaven - Rec Course,18,35.82,-90.78
936,Discfunctional Acres,18,42.38,-85.10
937,The DiscO at Eastmark,18,33.34,-111.62
938,The Killer Course at Discovery Hill,18,45.21,-113.88
939,Hueston Woods Disc Golf Course,27,39.57,-84.74
940,Ditto Farms Disc Golf Course,18,39.62,-77.67
941,Dixieland Park,18,26.17,-97.72
942,DL Jackson,18,33.56,-96.91
943,Doane College,18,40.62,-96.95
944,Doc Cramer Disc Golf Course,18,39.70,-74.28
945,Dodds Park Disc Golf Course,18,40.13,-88.28
946,Dog Island Disc Golf,18,40.18,-122.24
947,Dog River,18,33.64,-84.83
948,Dogman's Den at Oakwood Lake Park,18,42.87,-83.27
949,Dolese Youth Park - Original,18,35.53,-97.61
950,Dolese Youth Park - West,18,35.53,-97.61
951,Dolese Youth Park - East,18,35.53,-97.61
952,Dolly Cooper Disc Golf Park,18,34.80,-82.47
953,Don Davidson Disc Golf Course,19,35.15,-86.60
954,The Don Shannon Disc Golf Course at Dundee Lake,18,33.29,-84.25
955,Donner Ski Ranch,18,39.32,-120.33
956,Dorey Park,18,37.46,-77.34
957,Doris Leeper Disc Golf Course,18,29.07,-80.98
958,Dorr Township Park,18,42.73,-85.73
959,Dorsey's Knob Disc Golf Course,18,39.60,-79.96
960,Double Cabin Disc Golf Course,18,37.93,-107.85
961,Double Creek Disc Golf Course,18,33.12,-86.77
962,Double K Disc Golf,18,47.22,-121.16
963,Duncan Park,18,39.81,-89.67
964,Downriver Disc Golf Course at Riverside State Park,18,47.69,-117.47
965,DR Disc Golf - Bobcat,18,44.73,-68.80
966,DR Disc Golf - Long 18,18,44.73,-68.80
967,Dr. James A. Dillon Park,18,40.00,-86.06
968,Dr. Lawless Park,18,41.90,-85.86
969,Dragan Field - Talon,18,44.03,-70.30
970,Dragan Field - Red Dragon,18,44.03,-70.30
971,Dragon Ridge,18,38.01,-92.77
972,The Dragon Disc Golf Course,18,34.99,-97.38
973,Dragonfly Disc Golf,19,41.38,-71.94
974,Dragonfly,18,40.37,-111.84
975,Dragons Breath,18,39.65,-105.09
976,Dreamtime Ranch,21,39.14,-105.77
977,Dreher Park,18,26.67,-80.07
978,Dretzka Park - Winter,27,43.17,-88.06
979,Dretzka Park - Summer,27,43.17,-88.06
980,Driesner Park,18,43.67,-92.97
981,Driftless 18 at Gamehaven Reservoir,18,43.95,-92.44
982,Druid Hill - Forest Drive,18,39.33,-76.65
983,Druid Hill Park - Legacy Course,18,39.33,-76.65
984,Drumm Farm Disc Golf Course,18,39.06,-94.39
985,Dry Creek Disc Golf Course,18,40.14,-105.17
